rule,file,task_idx,step_id,step,status,old_action,new_action,old_text,new_text,old_relation,new_relation,marker,remove_tag,note
G2,00006-HkseAnWCgqk/tasks-island_2.json,23,1,Arrange the dining table.,OK,place_on,straighten,Place dining table on surface.,Straighten the dining table.,on,,;referent_grounding_v1:G2,,X=dining table
G2,00323-yHLr6bvWsVm/tasks-island_1.json,140,3,Arrange the dinner chair for guests.,OK,place_on,straighten,Place dinner chair on surface.,Straighten the dinner chair.,on,,;referent_grounding_v1:G2,,X=dinner chair
G3,00324-DoSbsoo4EAg/tasks-island_0.json,21,3,Put away clothes in the wardrobe.,OK,store,store,Store items in the wardrobe.,Store the clothes in the wardrobe.,in,in,;referent_grounding_v1:G3,,NP=clothes
G3,00324-DoSbsoo4EAg/tasks-island_0.json,26,4,Put away dishes in the dishwasher.,OK,store,store,Store items in the dishwasher.,Store the dishes in the dishwasher.,in,in,;referent_grounding_v1:G3,,NP=dishes
G2,00324-DoSbsoo4EAg/tasks-island_0.json,47,3,Position the lamp.,OK,place_on,reposition,Place lamp on surface.,Reposition the lamp.,on,,;referent_grounding_v1:G2,,X=lamp
G1,00324-DoSbsoo4EAg/tasks-island_0.json,84,1,Tidy the clothes in the wardrobe.,OK,place_in,place_in,Place wardrobe in receptacle.,Place the clothes in the wardrobe.,in,in,;referent_grounding_v1:G1,,X=clothes|Y=wardrobe
G1,00326-u9rPN5cHWBg/tasks-island_0.json,8,4,Set the bowl on the counter.,OK,place_on,place_on,Place bowl on surface.,Place the bowl on the counter.,on,on,;referent_grounding_v1:G1,,X=bowl|Y=counter
G2,00326-u9rPN5cHWBg/tasks-island_0.json,15,4,Position the leg rest.,OK,place_on,reposition,Place leg rest on surface.,Reposition the leg rest.,on,,;referent_grounding_v1:G2,,X=leg rest
G1,00326-u9rPN5cHWBg/tasks-island_0.json,33,3,Arrange the stand on the landing.,OK,place_on,place_on,Place stand on surface.,Place the stand on the landing.,on,on,;referent_grounding_v1:G1,,X=stand|Y=landing
G2,00326-u9rPN5cHWBg/tasks-island_0.json,36,2,Position the leg rest.,OK,place_on,reposition,Place leg rest on surface.,Reposition the leg rest.,on,,;referent_grounding_v1:G2,,X=leg rest
G1,00326-u9rPN5cHWBg/tasks-island_0.json,47,3,Arrange the books on the rack.,OK,place_on,place_on,Place book rack on surface.,Place the books on the rack.,on,on,;referent_grounding_v1:G1,,X=books|Y=rack
G2,00326-u9rPN5cHWBg/tasks-island_0.json,54,2,Arrange the books.,OK,place_on,straighten,Place book on surface.,Straighten the books.,on,,;referent_grounding_v1:G2,,X=books
G2,00326-u9rPN5cHWBg/tasks-island_0.json,72,2,Reposition the coffee table.,OK,place_on,reposition,Place coffee table on surface.,Reposition the coffee table.,on,,;referent_grounding_v1:G2,,X=coffee table
G1,00326-u9rPN5cHWBg/tasks-island_0.json,82,2,Organize the books on the book rack.,OK,place_on,place_on,Place book rack on surface.,Place the books on the book rack.,on,on,;referent_grounding_v1:G1,,X=books|Y=book rack
G2,00326-u9rPN5cHWBg/tasks-island_0.json,87,2,Arrange the entertainment set.,OK,place_in,straighten,Place entertainment set in receptacle.,Straighten the entertainment set.,in,,;referent_grounding_v1:G2,,X=entertainment set
G2,00326-u9rPN5cHWBg/tasks-island_0.json,108,2,Arrange the book rack.,OK,place_on,straighten,Place book rack on surface.,Straighten the book rack.,on,,;referent_grounding_v1:G2,,X=book rack
G1,00326-u9rPN5cHWBg/tasks-island_0.json,139,4,Arrange the books on the desk.,OK,place_on,place_on,Place book on surface.,Place the books on the desk.,on,on,;referent_grounding_v1:G1,,X=books|Y=desk
G1,00326-u9rPN5cHWBg/tasks-island_0.json,149,3,Arrange the books on the shelf.,OK,place_on,place_on,Place book on surface.,Place the books on the shelf.,on,on,;referent_grounding_v1:G1,,X=books|Y=shelf
G1,00326-u9rPN5cHWBg/tasks-island_0.json,155,2,Organize the items on the coffee table.,OK,place_on,place_on,Place coffee table on surface.,Place the items on the coffee table.,on,on,;referent_grounding_v1:G1,,X=items|Y=coffee table
G1,00326-u9rPN5cHWBg/tasks-island_0.json,157,5,Organize the detergent on the shelf.,OK,place_on,place_on,Place shelf on surface.,Place the detergent on the shelf.,on,on,;referent_grounding_v1:G1,,X=detergent|Y=shelf
G1,00326-u9rPN5cHWBg/tasks-island_0.json,162,1,Organize the clothes in the wardrobe.,OK,place_in,place_in,Place wardrobe in receptacle.,Place the clothes in the wardrobe.,in,in,;referent_grounding_v1:G1,,X=clothes|Y=wardrobe
G2,00326-u9rPN5cHWBg/tasks-island_0.json,163,3,Position the computer correctly.,OK,place_on,reposition,Place computer on surface.,Reposition the computer correctly.,on,,;referent_grounding_v1:G2,,X=computer correctly
G1,00326-u9rPN5cHWBg/tasks-island_0.json,167,4,Tidy the items in the basket.,OK,place_in,place_in,Place basket in receptacle.,Place the items in the basket.,in,in,;referent_grounding_v1:G1,,X=items|Y=basket
G2,00326-u9rPN5cHWBg/tasks-island_0.json,168,3,Arrange the shelf contents.,OK,place_on,straighten,Place shelf on surface.,Straighten the shelf contents.,on,,;referent_grounding_v1:G2,,X=shelf contents
G4,00326-u9rPN5cHWBg/tasks-island_0.json,174,3,Fill a pitcher at the sink.,FLAG,fill,fill,Use the sink to fill a container.,Use the sink to fill a container.,at,at,;ungrounded_anaphora,,no_vessel_found
G2,00326-u9rPN5cHWBg/tasks-island_0.json,187,2,Position the leg rest.,OK,place_on,reposition,Place leg rest on surface.,Reposition the leg rest.,on,,;referent_grounding_v1:G2,,X=leg rest
G1,00326-u9rPN5cHWBg/tasks-island_0.json,188,2,Organize the items in the basket.,OK,place_in,place_in,Place basket in receptacle.,Place the items in the basket.,in,in,;referent_grounding_v1:G1,,X=items|Y=basket
G1,00326-u9rPN5cHWBg/tasks-island_0.json,192,3,Organize materials in the basket.,OK,place_in,place_in,Place basket in receptacle.,Place the materials in the basket.,in,in,;referent_grounding_v1:G1,,X=materials|Y=basket
G1,00326-u9rPN5cHWBg/tasks-island_0.json,207,2,Arrange the towel in the bathroom.,OK,place_in,place_in,Place towel in receptacle.,Place the towel in the bathroom.,in,in,;referent_grounding_v1:G1,,X=towel|Y=bathroom
G1,00326-u9rPN5cHWBg/tasks-island_0.json,213,6,Rearrange the plant on the landing.,OK,place_on,place_on,Place plant on surface.,Place the plant on the landing.,on,on,;referent_grounding_v1:G1,,X=plant|Y=landing
G1,00326-u9rPN5cHWBg/tasks-island_0.json,250,7,Set the books on the shelf in the library.,OK,place_in,place_on,Place book in receptacle.,Place the books on the shelf.,in,on,;referent_grounding_v1:G1,,X=books|Y=shelf
G1,00326-u9rPN5cHWBg/tasks-island_0.json,255,6,Sort the clothes in the storage cabinet.,OK,place_in,place_in,Place storage cabinet in receptacle.,Place the clothes in the storage cabinet.,in,in,;referent_grounding_v1:G1,,X=clothes|Y=storage cabinet
G1,00326-u9rPN5cHWBg/tasks-island_0.json,256,5,Set the tray on the coffee table.,OK,place_in,place_on,Place tray in receptacle.,Place the tray on the coffee table.,in,on,;referent_grounding_v1:G1,,X=tray|Y=coffee table
G1,00326-u9rPN5cHWBg/tasks-island_0.json,257,4,Organize the clothes in the dresser.,OK,place_in,place_in,Place dresser in receptacle.,Place the clothes in the dresser.,in,in,;referent_grounding_v1:G1,,X=clothes|Y=dresser
G1,00326-u9rPN5cHWBg/tasks-island_0.json,258,3,Arrange the books on the coffee table.,OK,place_on,place_on,Place book on surface.,Place the books on the coffee table.,on,on,;referent_grounding_v1:G1,,X=books|Y=coffee table
G1,00326-u9rPN5cHWBg/tasks-island_0.json,258,6,Organize the magazines in the basket.,OK,place_in,place_in,Place basket in receptacle.,Place the magazines in the basket.,in,in,;referent_grounding_v1:G1,,X=magazines|Y=basket
G1,00326-u9rPN5cHWBg/tasks-island_0.json,260,1,Organize the books on the ladder.,OK,place_on,place_on,Place ladder on surface.,Place the books on the ladder.,on,on,;referent_grounding_v1:G1,,X=books|Y=ladder
G2,00326-u9rPN5cHWBg/tasks-island_0.json,260,6,Arrange the file cabinet drawers.,OK,place_on,straighten,Place file cabinet on surface.,Straighten the file cabinet drawers.,on,,;referent_grounding_v1:G2,,X=file cabinet drawers
G1,00326-u9rPN5cHWBg/tasks-island_0.json,267,4,Arrange the magazines on the shelf.,OK,place_on,place_on,Place shelf on surface.,Place the magazines on the shelf.,on,on,;referent_grounding_v1:G1,,X=magazines|Y=shelf
G1,00326-u9rPN5cHWBg/tasks-island_0.json,269,2,Set the jar on the kitchen counter.,OK,place_in,place_on,Place jar in receptacle.,Place the jar on the kitchen counter.,in,on,;referent_grounding_v1:G1,,X=jar|Y=kitchen counter
G1,00326-u9rPN5cHWBg/tasks-island_0.json,271,5,Set the globe on the desk.,OK,place_on,place_on,Place globe on surface.,Place the globe on the desk.,on,on,;referent_grounding_v1:G1,,X=globe|Y=desk
G3,00326-u9rPN5cHWBg/tasks-island_0.json,272,5,Place the handbag in the closet.,OK,place_in,place_in,Place items in the basket.,Place the handbag in the basket.,in,in,;referent_grounding_v1:G3,,NP=handbag
G1,00326-u9rPN5cHWBg/tasks-island_0.json,276,1,Sort the items in the kitchen cabinet.,OK,place_in,place_in,Place kitchen cabinet in receptacle.,Place the items in the kitchen cabinet.,in,in,;referent_grounding_v1:G1,,X=items|Y=kitchen cabinet
G1,00326-u9rPN5cHWBg/tasks-island_0.json,281,5,Set the globe on the bookshelf.,OK,place_on,place_on,Place globe on surface.,Place the globe on the bookshelf.,on,on,;referent_grounding_v1:G1,,X=globe|Y=bookshelf
G1,00326-u9rPN5cHWBg/tasks-island_0.json,286,5,Arrange the books on the rack.,OK,place_in,place_on,Place book rack in receptacle.,Place the books on the rack.,in,on,;referent_grounding_v1:G1,,X=books|Y=rack
G1,00326-u9rPN5cHWBg/tasks-island_0.json,290,2,Sort the clothes in the wardrobe.,OK,place_in,place_in,Place wardrobe in receptacle.,Place the clothes in the wardrobe.,in,in,;referent_grounding_v1:G1,,X=clothes|Y=wardrobe
G1,00326-u9rPN5cHWBg/tasks-island_0.json,290,3,Arrange the items in the chest drawer.,OK,place_in,place_in,Place chest drawer in receptacle.,Place the items in the chest drawer.,in,in,;referent_grounding_v1:G1,,X=items|Y=chest drawer
G1,00326-u9rPN5cHWBg/tasks-island_0.json,292,2,Organize the cleaning supplies on the shelf.,OK,place_on,place_on,Place shelf on surface.,Place the cleaning supplies on the shelf.,on,on,;referent_grounding_v1:G1,,X=cleaning supplies|Y=shelf
G1,00326-u9rPN5cHWBg/tasks-island_0.json,292,7,Sort the items in the storage cabinet.,OK,place_in,place_in,Place storage cabinet in receptacle.,Place the items in the storage cabinet.,in,in,;referent_grounding_v1:G1,,X=items|Y=storage cabinet
G2,00326-u9rPN5cHWBg/tasks-island_0.json,298,6,Arrange the book rack.,OK,place_on,straighten,Place book rack on surface.,Straighten the book rack.,on,,;referent_grounding_v1:G2,,X=book rack
G2,00326-u9rPN5cHWBg/tasks-island_0.json,303,6,Arrange the plush toy.,OK,place_on,straighten,Place plush toy on surface.,Straighten the plush toy.,on,,;referent_grounding_v1:G2,,X=plush toy
G2,00326-u9rPN5cHWBg/tasks-island_0.json,313,4,Arrange the book rack.,OK,place_on,straighten,Place book rack on surface.,Straighten the book rack.,on,,;referent_grounding_v1:G2,,X=book rack
G2,00326-u9rPN5cHWBg/tasks-island_0.json,323,2,Arrange the rack.,OK,place_on,straighten,Place rack on surface.,Straighten the rack.,on,,;referent_grounding_v1:G2,,X=rack
G2,00326-u9rPN5cHWBg/tasks-island_0.json,327,1,Arrange the plush toy.,OK,place_on,straighten,Place plush toy on surface.,Straighten the plush toy.,on,,;referent_grounding_v1:G2,,X=plush toy
G2,00326-u9rPN5cHWBg/tasks-island_0.json,336,2,Arrange the rack.,OK,place_on,straighten,Place rack on surface.,Straighten the rack.,on,,;referent_grounding_v1:G2,,X=rack
G2,00326-u9rPN5cHWBg/tasks-island_0.json,338,7,Arrange the book rack.,OK,place_on,straighten,Place book rack on surface.,Straighten the book rack.,on,,;referent_grounding_v1:G2,,X=book rack
G1,00326-u9rPN5cHWBg/tasks-island_0.json,346,3,Organize the items on the shelf.,OK,place_on,place_on,Place shelf on surface.,Place the items on the shelf.,on,on,;referent_grounding_v1:G1,,X=items|Y=shelf
G1,00326-u9rPN5cHWBg/tasks-island_0.json,353,2,Organize the supplies in the sink cabinet.,OK,place_in,place_in,Place sink cabinet in receptacle.,Place the supplies in the sink cabinet.,in,in,;referent_grounding_v1:G1,,X=supplies|Y=sink cabinet
G2,00326-u9rPN5cHWBg/tasks-island_0.json,355,2,Arrange the plush toy.,OK,place_on,straighten,Place plush toy on surface.,Straighten the plush toy.,on,,;referent_grounding_v1:G2,,X=plush toy
G1,00326-u9rPN5cHWBg/tasks-island_0.json,357,4,Organize the books on the book rack.,OK,place_on,place_on,Place book rack on surface.,Place the books on the book rack.,on,on,;referent_grounding_v1:G1,,X=books|Y=book rack
G3,00326-u9rPN5cHWBg/tasks-island_0.json,359,4,Put the tools back in the laundry area.,OK,place_in,place_in,Place items in the washing machine.,Place the tools in the washing machine.,in,in,;referent_grounding_v1:G3,,NP=tools
G2,00326-u9rPN5cHWBg/tasks-island_0.json,360,4,Set the tray with drinks.,OK,place_on,straighten,Place tray on surface.,Straighten the tray.,on,,;referent_grounding_v1:G2,,X=tray
G2,00326-u9rPN5cHWBg/tasks-island_0.json,373,6,Arrange the plush toy.,OK,place_on,straighten,Place plush toy on surface.,Straighten the plush toy.,on,,;referent_grounding_v1:G2,,X=plush toy
G1,00326-u9rPN5cHWBg/tasks-island_0.json,375,2,Organize magazines in the basket.,OK,place_in,place_in,Place basket in receptacle.,Place the magazines in the basket.,in,in,;referent_grounding_v1:G1,,X=magazines|Y=basket
G1,00326-u9rPN5cHWBg/tasks-island_0.json,377,4,Arrange the books on the ladder.,OK,place_in,place_on,Place ladder in receptacle.,Place the books on the ladder.,in,on,;referent_grounding_v1:G1,,X=books|Y=ladder
G2,00326-u9rPN5cHWBg/tasks-island_0.json,388,4,Set the tray.,OK,place_on,straighten,Place tray on surface.,Straighten the tray.,on,,;referent_grounding_v1:G2,,X=tray
G2,00326-u9rPN5cHWBg/tasks-island_0.json,392,2,Arrange the file cabinet.,OK,place_on,straighten,Place file cabinet on surface.,Straighten the file cabinet.,on,,;referent_grounding_v1:G2,,X=file cabinet
G1,00326-u9rPN5cHWBg/tasks-island_0.json,395,1,Arrange books on the shelf.,OK,place_on,place_on,Place shelf on surface.,Place the books on the shelf.,on,on,;referent_grounding_v1:G1,,X=books|Y=shelf
G1,00326-u9rPN5cHWBg/tasks-island_0.json,395,2,Sort the books on the ladder.,OK,place_on,place_on,Place ladder on surface.,Place the books on the ladder.,on,on,;referent_grounding_v1:G1,,X=books|Y=ladder
G1,00326-u9rPN5cHWBg/tasks-island_0.json,404,7,Organize books on the book rack.,OK,place_on,place_on,Place book rack on surface.,Place the books on the book rack.,on,on,;referent_grounding_v1:G1,,X=books|Y=book rack
G1,00326-u9rPN5cHWBg/tasks-island_0.json,414,2,Arrange books on the library shelf.,OK,place_on,place_on,Place book on surface.,Place the books on the library shelf.,on,on,;referent_grounding_v1:G1,,X=books|Y=library shelf
G1,00326-u9rPN5cHWBg/tasks-island_0.json,420,5,Arrange the plant on the shelf.,OK,place_in,place_on,Place plant in receptacle.,Place the plant on the shelf.,in,on,;referent_grounding_v1:G1,,X=plant|Y=shelf
G1,00326-u9rPN5cHWBg/tasks-island_0.json,421,3,Arrange the clothes in the basket.,OK,place_in,place_in,Place basket in receptacle.,Place the clothes in the basket.,in,in,;referent_grounding_v1:G1,,X=clothes|Y=basket
G1,00326-u9rPN5cHWBg/tasks-island_0.json,428,7,Organize books on the book rack.,OK,place_on,place_on,Place book rack on surface.,Place the books on the book rack.,on,on,;referent_grounding_v1:G1,,X=books|Y=book rack
G1,00327-xgLmjqzoAzF/tasks-island_0.json,2,3,Set the flower vase on the table.,OK,place_on,place_on,Place flower vase on surface.,Place the flower vase on the table.,on,on,;referent_grounding_v1:G1,,X=flower vase|Y=table
G4,00327-xgLmjqzoAzF/tasks-island_0.json,29,2,Fill it with water from the kitchen sink.,RESOLVED,fill,fill,Use the sink to fill a container.,Fill the pitcher at the sink.,,,;referent_grounding_v1:G4,,vessel=pitcher
G4,00327-xgLmjqzoAzF/tasks-island_0.json,35,2,Fill the machine with water at the kitchen sink.,FLAG,fill,fill,Use the sink to fill a container.,Use the sink to fill a container.,at,at,;ungrounded_anaphora,,no_vessel_found
G4,00327-xgLmjqzoAzF/tasks-island_0.json,43,2,Fill the kettle at the sink.,RESOLVED,fill,fill,Use the sink to fill a container.,Fill the kettle at the sink.,at,at,;referent_grounding_v1:G4,,vessel=kettle
G2,00327-xgLmjqzoAzF/tasks-island_0.json,44,2,Organize items inside the cabinet.,OK,place_in,straighten,Place cabinet in receptacle.,Straighten the items inside the cabinet.,in,,;referent_grounding_v1:G2,,X=items inside the cabinet
G2,00327-xgLmjqzoAzF/tasks-island_0.json,60,3,Arrange the book.,OK,place_on,straighten,Place book on surface.,Straighten the book.,on,,;referent_grounding_v1:G2,,X=book
G2,00327-xgLmjqzoAzF/tasks-island_0.json,81,4,Position the speaker.,OK,place_on,reposition,Place speaker on surface.,Reposition the speaker.,on,,;referent_grounding_v1:G2,,X=speaker
G2,00327-xgLmjqzoAzF/tasks-island_0.json,104,1,Arrange the decoration items.,OK,place_on,straighten,Place decoration on surface.,Straighten the decoration items.,on,,;referent_grounding_v1:G2,,X=decoration items
G1,00327-xgLmjqzoAzF/tasks-island_0.json,106,2,Arrange the shoe pair in the closet.,OK,place_in,place_in,Place shoe in receptacle.,Place the shoe pair in the closet.,in,in,;referent_grounding_v1:G1,,X=shoe pair|Y=closet
G2,00327-xgLmjqzoAzF/tasks-island_0.json,119,4,Arrange the flower vase.,OK,place_on,straighten,Place flower vase on surface.,Straighten the flower vase.,on,,;referent_grounding_v1:G2,,X=flower vase
G4,00327-xgLmjqzoAzF/tasks-island_0.json,127,2,Fill it at the sink.,RESOLVED,fill,fill,Use the sink to fill a container.,Fill the bucket at the sink.,at,at,;referent_grounding_v1:G4,,vessel=bucket
G1,00327-xgLmjqzoAzF/tasks-island_0.json,133,5,Organize the clothes on the rack.,OK,place_in,place_on,Place rack in receptacle.,Place the clothes on the rack.,in,on,;referent_grounding_v1:G1,,X=clothes|Y=rack
G3,00327-xgLmjqzoAzF/tasks-island_0.json,134,1,Put the clothes in the basket.,OK,place_in,place_in,Place items in the basket of something.,Place the clothes in the basket of something.,in,in,;referent_grounding_v1:G3,,NP=clothes
G3,00327-xgLmjqzoAzF/tasks-island_0.json,151,3,Fluff the cushion on the sofa chair.,OK,fluff,fluff,Fluff items on the sofa chair.,Fluff the cushion on the sofa chair.,on,on,;referent_grounding_v1:G3,,NP=cushion
G1,00327-xgLmjqzoAzF/tasks-island_0.json,151,6,Set out the wine bottle on the counter.,OK,place_on,place_on,Place wine bottle on surface.,Place the wine bottle on the counter.,on,on,;referent_grounding_v1:G1,,X=wine bottle|Y=counter
G1,00327-xgLmjqzoAzF/tasks-island_0.json,158,3,Organize the tools in the drawer.,OK,place_in,place_in,Place drawer in receptacle.,Place the tools in the drawer.,in,in,;referent_grounding_v1:G1,,X=tools|Y=drawer
G1,00327-xgLmjqzoAzF/tasks-island_0.json,160,1,Organize the spices in the cabinet.,OK,place_in,place_in,Place cabinet in receptacle.,Place the spices in the cabinet.,in,in,;referent_grounding_v1:G1,,X=spices|Y=cabinet
G1,00327-xgLmjqzoAzF/tasks-island_0.json,160,5,Sort the Tupperware in the kitchen cabinet.,OK,place_in,place_in,Place kitchen cabinet in receptacle.,Place the Tupperware in the kitchen cabinet.,in,in,;referent_grounding_v1:G1,,X=Tupperware|Y=kitchen cabinet
G1,00327-xgLmjqzoAzF/tasks-island_0.json,165,6,Arrange the flowers in the flower vase.,OK,place_in,place_in,Place flower vase in receptacle.,Place the flowers in the flower vase.,in,in,;referent_grounding_v1:G1,,X=flowers|Y=flower vase
G3,00327-xgLmjqzoAzF/tasks-island_0.json,167,2,Put the winter gear in the box.,OK,place_in,place_in,Place items in the cardboard box.,Place the winter gear in the cardboard box.,in,in,;referent_grounding_v1:G3,,NP=winter gear
G1,00327-xgLmjqzoAzF/tasks-island_0.json,167,3,Organize the shoes on the shelf.,OK,place_on,place_on,Place shelf on surface.,Place the shoes on the shelf.,on,on,;referent_grounding_v1:G1,,X=shoes|Y=shelf
G1,00327-xgLmjqzoAzF/tasks-island_0.json,167,4,Sort the socks in the drawer.,OK,place_in,place_in,Place drawer in receptacle.,Place the socks in the drawer.,in,in,;referent_grounding_v1:G1,,X=socks|Y=drawer
G1,00327-xgLmjqzoAzF/tasks-island_0.json,175,5,Set the pitcher of water on the sideboard.,OK,place_on,place_on,Place pitcher on surface.,Place the pitcher of water on the sideboard.,on,on,;referent_grounding_v1:G1,,X=pitcher of water|Y=sideboard
G1,00327-xgLmjqzoAzF/tasks-island_0.json,176,4,Organize the papers in the bag.,OK,place_in,place_in,Place bag in receptacle.,Place the papers in the bag.,in,in,;referent_grounding_v1:G1,,X=papers|Y=bag
G2,00327-xgLmjqzoAzF/tasks-island_0.json,195,2,Set the bowl.,OK,place_on,straighten,Place bowl on surface.,Straighten the bowl.,on,,;referent_grounding_v1:G2,,X=bowl
G2,00327-xgLmjqzoAzF/tasks-island_0.json,207,7,Arrange the flower vase.,OK,place_on,straighten,Place flower vase on surface.,Straighten the flower vase.,on,,;referent_grounding_v1:G2,,X=flower vase
G2,00327-xgLmjqzoAzF/tasks-island_0.json,214,4,Arrange the bag.,OK,place_on,straighten,Place bag on surface.,Straighten the bag.,on,,;referent_grounding_v1:G2,,X=bag
G2,00327-xgLmjqzoAzF/tasks-island_0.json,223,7,Arrange the book.,OK,place_in,straighten,Place book in receptacle.,Straighten the book.,in,,;referent_grounding_v1:G2,,X=book
G2,00327-xgLmjqzoAzF/tasks-island_0.json,245,3,Arrange the flower vase as a backdrop.,OK,place_on,straighten,Place flower vase on surface.,Straighten the flower vase as a backdrop.,on,,;referent_grounding_v1:G2,,X=flower vase as a backdrop
G1,00327-xgLmjqzoAzF/tasks-island_0.json,256,2,Organize the items on the shelf.,OK,place_on,place_on,Place shelf on surface.,Place the items on the shelf.,on,on,;referent_grounding_v1:G1,,X=items|Y=shelf
G4,00327-xgLmjqzoAzF/tasks-island_0.json,259,3,Fill the bucket with water from the sink.,FLAG,fill,fill,Use the sink to fill a container.,Use the sink to fill a container.,,,;ungrounded_anaphora,,no_vessel_found
G1,00327-xgLmjqzoAzF/tasks-island_0.json,265,5,Organize the items in the cabinet.,OK,place_in,place_in,Place cabinet in receptacle.,Place the items in the cabinet.,in,in,;referent_grounding_v1:G1,,X=items|Y=cabinet
G2,00327-xgLmjqzoAzF/tasks-island_0.json,267,6,Position the keyboard.,OK,place_on,reposition,Place keyboard on surface.,Reposition the keyboard.,on,,;referent_grounding_v1:G2,,X=keyboard
G1,00327-xgLmjqzoAzF/tasks-island_0.json,278,2,Organize the items in the cabinet.,OK,place_in,place_in,Place cabinet in receptacle.,Place the items in the cabinet.,in,in,;referent_grounding_v1:G1,,X=items|Y=cabinet
G1,00327-xgLmjqzoAzF/tasks-island_0.json,281,7,Set the pitcher on the counter.,OK,place_on,place_on,Place pitcher on surface.,Place the pitcher on the counter.,on,on,;referent_grounding_v1:G1,,X=pitcher|Y=counter
G2,00327-xgLmjqzoAzF/tasks-island_0.json,292,6,Arrange the bathroom cabinet.,OK,place_on,straighten,Place bathroom cabinet on surface.,Straighten the bathroom cabinet.,on,,;referent_grounding_v1:G2,,X=bathroom cabinet
G2,00327-xgLmjqzoAzF/tasks-island_0.json,295,7,Set the wine bottle.,OK,place_on,straighten,Place wine bottle on surface.,Straighten the wine bottle.,on,,;referent_grounding_v1:G2,,X=wine bottle
G2,00327-xgLmjqzoAzF/tasks-island_0.json,299,7,Position the flowerpot.,OK,place_on,reposition,Place flowerpot on surface.,Reposition the flowerpot.,on,,;referent_grounding_v1:G2,,X=flowerpot
G1,00327-xgLmjqzoAzF/tasks-island_0.json,309,4,Organize the books on the shelf.,OK,place_on,place_on,Place shelf on surface.,Place the books on the shelf.,on,on,;referent_grounding_v1:G1,,X=books|Y=shelf
G1,00327-xgLmjqzoAzF/tasks-island_0.json,318,4,Sort the items in the bag.,OK,place_in,place_in,Place bag in receptacle.,Place the items in the bag.,in,in,;referent_grounding_v1:G1,,X=items|Y=bag
G4,00327-xgLmjqzoAzF/tasks-island_0.json,327,7,Fill a jug at the sink.,FLAG,fill,fill,Use the sink to fill a container.,Use the sink to fill a container.,at,at,;ungrounded_anaphora,,no_vessel_found
G2,00330-WhNyDTnd9g5/tasks-island_0.json,4,3,Position the mouse.,OK,place_on,reposition,Place mouse on surface.,Reposition the mouse.,on,,;referent_grounding_v1:G2,,X=mouse
G2,00330-WhNyDTnd9g5/tasks-island_0.json,18,1,Arrange the seat.,OK,place_on,straighten,Place seat on surface.,Straighten the seat.,on,,;referent_grounding_v1:G2,,X=seat
G1,00330-WhNyDTnd9g5/tasks-island_0.json,21,4,Set the cup on the chest of drawers.,OK,place_on,place_on,Place cup on surface.,Place the cup on the chest of drawers.,on,on,;referent_grounding_v1:G1,,X=cup|Y=chest of drawers
G2,00330-WhNyDTnd9g5/tasks-island_0.json,25,1,Position the laptop computer.,OK,place_on,reposition,Place laptop computer on surface.,Reposition the laptop computer.,on,,;referent_grounding_v1:G2,,X=laptop computer
G2,00330-WhNyDTnd9g5/tasks-island_0.json,33,4,Position the laptop_computer.,OK,place_on,reposition,Place laptop computer on surface.,Reposition the laptop_computer.,on,,;referent_grounding_v1:G2,,X=laptop_computer
G2,00330-WhNyDTnd9g5/tasks-island_0.json,37,3,Set the wine_bottle.,OK,place_on,straighten,Place wine bottle on surface.,Straighten the wine_bottle.,on,,;referent_grounding_v1:G2,,X=wine_bottle
G2,00330-WhNyDTnd9g5/tasks-island_0.json,38,5,Set the bowl.,OK,place_on,straighten,Place bowl on surface.,Straighten the bowl.,on,,;referent_grounding_v1:G2,,X=bowl
G2,00330-WhNyDTnd9g5/tasks-island_0.json,44,5,Set the cup.,OK,place_on,straighten,Place cup on surface.,Straighten the cup.,on,,;referent_grounding_v1:G2,,X=cup
G2,00330-WhNyDTnd9g5/tasks-island_0.json,51,2,Arrange the seat.,OK,place_on,straighten,Place seat on surface.,Straighten the seat.,on,,;referent_grounding_v1:G2,,X=seat
G1,00330-WhNyDTnd9g5/tasks-island_0.json,55,3,Position the mouse by the computer.,OK,place_on,place_on,Place mouse on surface.,Place the mouse by the computer.,on,at,;referent_grounding_v1:G1,,X=mouse|Y=computer
G2,00330-WhNyDTnd9g5/tasks-island_0.json,57,4,Arrange the storage bin.,OK,place_on,straighten,Place storage bin on surface.,Straighten the storage bin.,on,,;referent_grounding_v1:G2,,X=storage bin
G2,00330-WhNyDTnd9g5/tasks-island_0.json,61,1,Arrange the hanger.,OK,place_on,straighten,Place hanger on surface.,Straighten the hanger.,on,,;referent_grounding_v1:G2,,X=hanger
G2,00330-WhNyDTnd9g5/tasks-island_0.json,82,4,Arrange the seat.,OK,place_on,straighten,Place seat on surface.,Straighten the seat.,on,,;referent_grounding_v1:G2,,X=seat
G2,00330-WhNyDTnd9g5/tasks-island_0.json,97,2,Arrange the seat.,OK,place_on,straighten,Place seat on surface.,Straighten the seat.,on,,;referent_grounding_v1:G2,,X=seat
G2,00330-WhNyDTnd9g5/tasks-island_0.json,108,4,Arrange the clothing stand.,OK,place_on,straighten,Place clothing stand on surface.,Straighten the clothing stand.,on,,;referent_grounding_v1:G2,,X=clothing stand
G2,00330-WhNyDTnd9g5/tasks-island_0.json,111,5,Position the keyboard.,OK,place_on,reposition,Place keyboard on surface.,Reposition the keyboard.,on,,;referent_grounding_v1:G2,,X=keyboard
