file,task_idx,step_id,old_action,new_action,old_text,new_text,step_orig
00738-GPyDUnjwZQy\tasks-island_0.json,101,3,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00741-w8GiikYuFRk\tasks-island_0.json,15,2,turn_on,light,Turn on the candle holder.,Light the candle holder.,Turn on the candle holder for ambiance.
00741-w8GiikYuFRk\tasks-island_0.json,38,5,turn_on,light,Turn on the fireplace sconce.,Light the fireplace sconce.,Light the fireplace sconce.
00744-1S7LAXRdDqK\tasks-island_0.json,35,5,turn_on,light,Turn on the candle on the table.,Light the candle on the table.,Light the candle on the table.
00744-1S7LAXRdDqK\tasks-island_0.json,69,6,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00744-1S7LAXRdDqK\tasks-island_0.json,80,2,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00744-1S7LAXRdDqK\tasks-island_0.json,102,3,turn_on,light,Turn on the candle.,Light the candle.,Light the candle for better lighting.
00744-1S7LAXRdDqK\tasks-island_0.json,120,4,turn_on,light,Turn on the candle.,Light the candle.,Light the candle.
00744-1S7LAXRdDqK\tasks-island_1.json,3,1,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar before practice.
00744-1S7LAXRdDqK\tasks-island_1.json,43,1,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00744-1S7LAXRdDqK\tasks-island_1.json,53,4,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00746-RTV2n6fXB2w\tasks-island_0.json,57,2,tighten,repair,Tighten the cabinet drawer.,Repair the loose cabinet drawer.,Repair the loose cabinet drawer.
00746-RTV2n6fXB2w\tasks-island_0.json,59,3,straighten,iron,Straighten the iron.,Iron the iron.,Iron the clothes with the iron.
00746-RTV2n6fXB2w\tasks-island_0.json,70,3,straighten,iron,Straighten the iron.,Iron the iron.,Iron the shirt using the iron.
00750-E1NrAhMoqvB\tasks-island_0.json,39,3,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00750-E1NrAhMoqvB\tasks-island_0.json,75,2,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00750-E1NrAhMoqvB\tasks-island_0.json,109,2,open,unload,Open dishwasher.,Unload dishwasher.,Unload the dishwasher.
00750-E1NrAhMoqvB\tasks-island_0.json,117,5,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00750-E1NrAhMoqvB\tasks-island_0.json,176,2,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00750-E1NrAhMoqvB\tasks-island_0.json,202,5,open,unload,Open dishwasher.,Unload dishwasher.,Unload the dishwasher.
00750-E1NrAhMoqvB\tasks-island_0.json,203,6,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00757-LVgQNuK8vtv\tasks-island_0.json,55,3,start_machine,brew,Start the coffee machine.,Brew with the coffee machine.,Brew coffee with the coffee machine.
00758-HfMobPm86Xn\tasks-island_0.json,20,2,open,unload,Open dishwasher.,Unload dishwasher.,Unload the dishwasher.
00758-HfMobPm86Xn\tasks-island_0.json,34,1,start_machine,brew,Start the coffee machine.,Brew with the coffee machine.,Brew coffee with the coffee machine.
00758-HfMobPm86Xn\tasks-island_0.json,65,3,attach,repair,Attach the shelf.,Repair the shelf.,Repair the shelf.
00758-HfMobPm86Xn\tasks-island_0.json,118,1,straighten,iron,Straighten items on the wash cabinet.,Iron items on the wash cabinet.,Iron the shirt on the wash cabinet.
00758-HfMobPm86Xn\tasks-island_0.json,146,5,reposition,repair,Reposition the locker.,Repair the locker handle.,Repair the locker handle.
00758-HfMobPm86Xn\tasks-island_0.json,178,1,start_machine,brew,Start the coffee machine.,Brew with the coffee machine.,Brew a fresh pot using the coffee machine.
00758-HfMobPm86Xn\tasks-island_0.json,184,3,open,unload,Open dishwasher.,Unload dishwasher.,Unload the dishwasher.
00758-HfMobPm86Xn\tasks-island_0.json,185,4,plug_in,charge,Plug in the cellular_telephone.,Charge the cellular_telephone.,Charge the cellular telephone.
00758-HfMobPm86Xn\tasks-island_0.json,216,5,open,unload,Open dishwasher.,Unload dishwasher.,Unload the dishwasher.
00758-HfMobPm86Xn\tasks-island_0.json,256,3,plug_in,charge,Plug in the cellular_telephone.,Charge the cellular_telephone.,Charge the cellular telephone.
00800-TEEsavR23oF\tasks-island_0.json,46,1,straighten,iron,Straighten the iron board.,Iron the iron board.,Iron the clothes.
00800-TEEsavR23oF\tasks-island_0.json,58,1,open,unload,Open dishwasher.,Unload dishwasher.,Unload the dishwasher.
00800-TEEsavR23oF\tasks-island_0.json,62,1,plug_in,charge,Plug in the laptop_computer.,Charge the laptop_computer.,Charge the laptop computer.
00802-wcojb4TFT35\tasks-island_2.json,23,5,tighten,repair,Tighten the chair.,Repair the chair.,Repair the chair.
00802-wcojb4TFT35\tasks-island_2.json,91,3,plug_in,charge,Plug in the laptop_computer.,Charge the laptop_computer.,Charge the laptop computer.
00802-wcojb4TFT35\tasks-island_2.json,98,7,open,unload,Open dishwasher.,Unload dishwasher.,Unload the dishwasher.
00808-y9hTuugGdiq\tasks-island_0.json,88,2,smooth,iron,Smooth the bed.,Iron the bed.,Iron on the bed.
00810-CrMo8WxCyVb\tasks-island_0.json,7,3,turn_on,light,Turn on the candlestick.,Light the candlestick.,Light the candlestick.
00810-CrMo8WxCyVb\tasks-island_0.json,72,5,turn_on,light,Turn on the candlestick.,Light the candlestick.,Light the candlestick for ambiance.
00810-CrMo8WxCyVb\tasks-island_0.json,78,3,reposition,repair,Reposition the sink.,Repair the sink.,Repair the sink.
00810-CrMo8WxCyVb\tasks-island_0.json,102,5,turn_on,light,Turn on the candlestick.,Light the candlestick.,Light the candlestick.
00810-CrMo8WxCyVb\tasks-island_0.json,117,3,reposition,repair,Reposition the cabinet.,Repair the cabinet.,Repair the cabinet.
00810-CrMo8WxCyVb\tasks-island_0.json,119,3,turn_on,light,Turn on the candlestick.,Light the candlestick.,Light the candlestick.
00810-CrMo8WxCyVb\tasks-island_0.json,134,5,reposition,repair,Reposition the cabinet.,Repair the hinge on the cabinet.,Repair the hinge on the cabinet.
00810-CrMo8WxCyVb\tasks-island_0.json,155,1,turn_on,light,Turn on the candlestick.,Light the candlestick.,Light the candlestick.
00810-CrMo8WxCyVb\tasks-island_0.json,171,4,turn_on,light,Turn on the candlestick.,Light the candlestick.,Light the candlestick.
00810-CrMo8WxCyVb\tasks-island_0.json,172,3,reposition,repair,Reposition the bench.,Repair the bench.,Repair the bench.
00810-CrMo8WxCyVb\tasks-island_0.json,172,7,straighten,repair,Straighten the frame.,Repair the frame.,Repair the frame.
00813-svBbv1Pavdk\tasks-island_0.json,25,1,plug_in,charge,Plug in the cellular_telephone.,Charge the cellular_telephone.,Charge the cellular telephone.
00814-p53SfW6mjZe\tasks-island_0.json,105,4,reposition,repair,Reposition the sink.,Repair the sink in the kitchen.,Repair the sink in the kitchen.
00814-p53SfW6mjZe\tasks-island_0.json,195,1,start_machine,brew,Start the coffee machine.,Brew with the coffee machine.,Brew coffee using the coffee machine.
00814-p53SfW6mjZe\tasks-island_0.json,203,4,start_machine,brew,Start the coffee machine.,Brew with the coffee machine.,Brew a fresh cup with the coffee machine.
00814-p53SfW6mjZe\tasks-island_0.json,293,7,tighten,repair,Tighten the board.,Repair the loose board.,Repair the loose board.
00815-h1zeeAwLh9Z\tasks-island_0.json,19,4,reposition,repair,Reposition the piano.,Repair the piano.,Repair the piano.
00820-mL8ThkuaVTM\tasks-island_0.json,12,1,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00820-mL8ThkuaVTM\tasks-island_0.json,17,1,straighten,iron,Straighten the bathrobe.,Iron the bathrobe.,Iron the bathrobe.
00820-mL8ThkuaVTM\tasks-island_0.json,91,1,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00820-mL8ThkuaVTM\tasks-island_0.json,98,2,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00821-eF36g7L6Z9M\tasks-island_0.json,152,2,start_machine,brew,Start the coffee machine.,Brew with the coffee machine.,Brew coffee with the coffee machine.
00823-7MXmsvcQjpJ\tasks-island_0.json,5,4,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00823-7MXmsvcQjpJ\tasks-island_0.json,45,2,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00823-7MXmsvcQjpJ\tasks-island_0.json,101,3,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00823-7MXmsvcQjpJ\tasks-island_0.json,120,4,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00823-7MXmsvcQjpJ\tasks-island_0.json,140,2,open,unload,Open dishwasher.,Unload dishwasher.,Unload the dishwasher.
00823-7MXmsvcQjpJ\tasks-island_0.json,188,1,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00831-yr17PDCnDDW\tasks-island_1.json,120,5,start_machine,brew,Start the coffee machine.,Brew with the coffee machine.,Brew a fresh pot in the coffee machine.
00839-zt1RVoi7PcG\tasks-island_0.json,117,5,reposition,repair,Reposition the fireplace.,Repair the fireplace in the lounge.,Repair the fireplace in the lounge.
00843-DYehNKdT76V\tasks-island_0.json,42,4,turn_on,brew,Turn on kettle.,Brew with kettle.,Brew some tea with the kettle.
00843-DYehNKdT76V\tasks-island_0.json,49,5,plug_in,charge,Plug in the cellular_telephone.,Charge the cellular_telephone.,Charge the cellular telephone.
00844-q5QZSEeHe5g\tasks-island_0.json,51,3,tighten,repair,Tighten the cabinet.,Repair the cabinet handle.,Repair the cabinet handle.
00853-5cdEh9F2hJL\tasks-island_0.json,32,2,open,unload,Open dishwasher.,Unload dishwasher.,Unload the clean dishes from the dishwasher.
00853-5cdEh9F2hJL\tasks-island_0.json,102,1,straighten,iron,Straighten the hanging clothes.,Iron the hanging clothes.,Iron the hanging clothes.
00871-VBzV5z6i1WS\tasks-island_0.json,114,2,start_machine,brew,Start the coffee machine.,Brew with the coffee machine.,Brew coffee with the coffee machine.
00873-bxsVRursffK\tasks-island_0.json,0,2,start_machine,brew,Start the coffee machine.,Brew with the coffee machine.,Brew a fresh cup of coffee with the coffee machine.
00873-bxsVRursffK\tasks-island_0.json,47,5,turn_on,light,Turn on the candle holder.,Light the candle holder.,Light the candle holder for atmosphere.
00873-bxsVRursffK\tasks-island_0.json,87,2,turn_on,light,Turn on the candle holder.,Light the candle holder.,Light the candle holder.
00873-bxsVRursffK\tasks-island_0.json,108,5,open,unload,Open dishwasher.,Unload dishwasher.,Unload the dishwasher.
00873-bxsVRursffK\tasks-island_0.json,115,6,start_machine,brew,Start the coffee machine.,Brew with the coffee machine.,Brew coffee with the coffee machine.
00873-bxsVRursffK\tasks-island_0.json,129,6,turn_on,light,Turn on the candle holder.,Light the candle holder.,Light the candle holder.
00876-mv2HUxq3B53\tasks-island_0.json,129,3,open,unload,Open dishwasher.,Unload dishwasher.,Unload the dishwasher.
00876-mv2HUxq3B53\tasks-island_0.json,186,6,reposition,repair,Reposition the support beam.,Repair the support beam.,Repair the support beam.
00878-XB4GS9ShBRE\tasks-island_0.json,59,2,open,unload,Open dishwasher.,Unload dishwasher.,Unload the dishwasher.
00878-XB4GS9ShBRE\tasks-island_0.json,65,1,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00878-XB4GS9ShBRE\tasks-island_0.json,78,5,open,unload,Open dishwasher.,Unload dishwasher.,Unload the dishwasher.
00878-XB4GS9ShBRE\tasks-island_0.json,93,6,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00878-XB4GS9ShBRE\tasks-island_0.json,100,6,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00878-XB4GS9ShBRE\tasks-island_0.json,111,6,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00880-Nfvxx8J5NCo\tasks-island_0.json,39,4,straighten,iron,Straighten items on the ironing board.,Iron items on the ironing board.,Iron a shirt on the ironing board.
00880-Nfvxx8J5NCo\tasks-island_0.json,55,6,straighten,iron,Straighten items on the ironing board.,Iron items on the ironing board.,Iron a shirt on the ironing board.
00890-6s7QHgap2fW\tasks-island_0.json,122,6,open,unload,Open dishwasher.,Unload dishwasher.,Unload the dishwasher.
00890-6s7QHgap2fW\tasks-island_0.json,135,4,smooth,iron,Smooth the curtain.,Iron the curtain.,Iron the curtain for the nursery.
00891-cvZr5TUy5C5\tasks-island_0.json,34,2,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00891-cvZr5TUy5C5\tasks-island_0.json,64,1,open,unload,Open dishwasher.,Unload dishwasher.,Unload the dishwasher.
00891-cvZr5TUy5C5\tasks-island_0.json,92,1,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00891-cvZr5TUy5C5\tasks-island_0.json,106,3,turn_on,light,Turn on the candle holder.,Light the candle holder.,Light a candle holder.
00891-cvZr5TUy5C5\tasks-island_0.json,141,1,set_control,tune,Adjust the guitar in the lounge.,Tune the guitar in the lounge.,Tune the guitar in the lounge.
00891-cvZr5TUy5C5\tasks-island_0.json,167,3,reposition,repair,Reposition the cabinet.,Repair the cabinet door.,Repair the cabinet door.
00891-cvZr5TUy5C5\tasks-island_0.json,168,3,set_control,tune,Adjust the guitar.,Tune the guitar.,Tune the guitar.
00891-cvZr5TUy5C5\tasks-island_0.json,198,1,set_control,tune,Adjust the guitar for playing.,Tune the guitar for playing.,Tune the guitar for playing.
00894-HY1NcmCgn3n\tasks-island_0.json,3,1,turn_on,light,Turn on the candlestick.,Light the candlestick.,Light the candlestick.
00894-HY1NcmCgn3n\tasks-island_0.json,10,2,turn_on,light,Turn on the candlestick.,Light the candlestick.,Light the candlestick.
00894-HY1NcmCgn3n\tasks-island_0.json,34,4,turn_on,light,Turn on the candlestick.,Light the candlestick.,Light the candlestick.
00894-HY1NcmCgn3n\tasks-island_0.json,49,4,turn_on,light,Turn on the candlestick.,Light the candlestick.,Light the candlestick.
