file,scene_id,task_idx,step_id,error_type,old_action,new_action,old_atomic_step,new_atomic_step,reason
00624-ooq3SnvC79d\tasks-island_0.json,00624-ooq3SnvC79d,10,2,FIX,store,load,Store the paper towel dispenser.,Load the paper towel dispenser.,store偏离refill意图; load更贴合'补装paper towel dispenser'
00624-ooq3SnvC79d\tasks-island_0.json,00624-ooq3SnvC79d,28,2,FIX,store,load,Store the paper towel dispenser in the kitchen.,Load the paper towel dispenser in the kitchen.,store偏离refill意图; load更贴合'补装paper towel dispenser'
00624-ooq3SnvC79d\tasks-island_0.json,00624-ooq3SnvC79d,50,3,FIX,store,load,Store the paper towel dispenser.,Load the paper towel dispenser.,store偏离refill意图; load更贴合'补装paper towel dispenser'
00624-ooq3SnvC79d\tasks-island_0.json,00624-ooq3SnvC79d,65,5,FIX,store,load,Store the paper towel dispenser.,Load the paper towel dispenser.,store偏离refill意图; load更贴合'补装paper towel dispenser'
00624-ooq3SnvC79d\tasks-island_0.json,00624-ooq3SnvC79d,89,3,FIX,store,load,Store the paper towel dispenser.,Load the paper towel dispenser.,store偏离refill意图; load更贴合'补装paper towel dispenser'
00664-u5atqC7vRCY\tasks-island_0.json,00664-u5atqC7vRCY,41,3,FIX,store,load,Store the paper towel.,Load the paper towel.,store偏离refill意图; load更贴合'补装paper towel'
00664-u5atqC7vRCY\tasks-island_0.json,00664-u5atqC7vRCY,92,2,FIX,store,load,Store the paper towel.,Load the paper towel.,store偏离refill意图; load更贴合'补装paper towel'
00669-DNWbUAJYsPy\tasks-island_0.json,00669-DNWbUAJYsPy,1,1,FIX,store,load,Store the toilet paper.,Load the toilet paper.,store偏离refill意图; load更贴合'补装toilet paper'
00669-DNWbUAJYsPy\tasks-island_0.json,00669-DNWbUAJYsPy,15,1,FIX,store,load,Store the toilet paper.,Load the toilet paper.,store偏离refill意图; load更贴合'补装toilet paper'
00669-DNWbUAJYsPy\tasks-island_0.json,00669-DNWbUAJYsPy,33,1,FIX,store,load,Store the toilet paper.,Load the toilet paper.,store偏离refill意图; load更贴合'补装toilet paper'
00823-7MXmsvcQjpJ\tasks-island_0.json,00823-7MXmsvcQjpJ,20,4,FIX,store,load,Store the tissue box.,Load the tissue box.,store偏离refill意图; load更贴合'补装tissue box'
00823-7MXmsvcQjpJ\tasks-island_0.json,00823-7MXmsvcQjpJ,44,5,FIX,store,load,Store the tissue box.,Load the tissue box.,store偏离refill意图; load更贴合'补装tissue box'
00823-7MXmsvcQjpJ\tasks-island_0.json,00823-7MXmsvcQjpJ,137,4,FIX,store,load,Store the tissue box.,Load the tissue box.,store偏离refill意图; load更贴合'补装tissue box'
00238-j6fHrce9pHR\tasks-island_0.json,00238-j6fHrce9pHR,172,4,ROLLBACK,place_on,set_control,Set the cellular telephone.,Set a timer on the cellular_telephone.,Setting a timer IS set_control; was wrongly matched as placement
00087-YY8rqV6L6rf\tasks-island_2.json,00087-YY8rqV6L6rf,160,7,FIX,place_on,place_on,Place the cellular_telephone.,Place the cellular_telephone on the desk.,Restored destination 'the desk' from original step
00087-YY8rqV6L6rf\tasks-island_2.json,00087-YY8rqV6L6rf,164,6,FIX,place_on,place_on,Place the cellular_telephone.,Place the cellular_telephone on the side table.,Restored destination 'the side table' from original step
00149-UuwwmrTsfBN\tasks-island_0.json,00149-UuwwmrTsfBN,56,5,FIX,place_on,place_on,Place the cellular_telephone.,Place the cellular_telephone on the table.,Restored destination 'the table' from original step
00150-LcAd9dhvVwh\tasks-island_0.json,00150-LcAd9dhvVwh,18,3,FIX,place_on,place_on,Place the cellular_telephone.,Place the cellular_telephone on the stand.,Restored destination 'the stand' from original step
00238-j6fHrce9pHR\tasks-island_0.json,00238-j6fHrce9pHR,167,5,FIX,place_on,place_on,Place the cellular_telephone.,Place the cellular_telephone on the charger.,Restored destination 'the charger' from original step
00254-YMNvYDhK8mB\tasks-island_1.json,00254-YMNvYDhK8mB,151,6,FIX,place_on,place_on,Place the telephone.,Place the telephone on the desk.,Restored destination 'the desk' from original step
00560-gjhYih4upQ9\tasks-island_0.json,00560-gjhYih4upQ9,113,5,FIX,place_on,place_on,Place the cellular_telephone.,Place the cellular_telephone on the desk.,Restored destination 'the desk' from original step
00591-JptJPosx1Z6\tasks-island_0.json,00591-JptJPosx1Z6,66,5,FIX,place_on,place_on,Place the cellular_telephone.,Place the cellular_telephone on the nightstand.,Restored destination 'the nightstand' from original step
00034-6imZUJGRUq4\tasks-island_0.json,00034-6imZUJGRUq4,89,4,B,rinse,rinse,Rinse the dishwasher.,Rinse the filters in the dishwasher.,"Patient drift: true patient is 'filters', dishwasher is location"
00434-L5QEsaVqwrY\tasks-island_0.json,00434-L5QEsaVqwrY,149,5,B,rinse,rinse,Rinse the dishwasher.,Rinse the spoon in the dishwasher.,"Patient drift: true patient is 'spoon', dishwasher is location"
00434-L5QEsaVqwrY\tasks-island_0.json,00434-L5QEsaVqwrY,158,5,B,rinse,rinse,Rinse the dishwasher.,Rinse the utensils in the dishwasher.,"Patient drift: true patient is 'utensils', dishwasher is location"
00890-6s7QHgap2fW\tasks-island_0.json,00890-6s7QHgap2fW,193,5,B,rinse,rinse,Rinse the dishwasher.,Rinse the utensils in the dishwasher.,"Patient drift: true patient is 'utensils', dishwasher is location"
00155-iLDo95ZbDJq\tasks-island_0.json,00155-iLDo95ZbDJq,90,5,B,vacuum,vacuum,Vacuum the wall clock.,Vacuum near the wall clock.,"Patient drift: vacuuming the floor NEAR the clock, not the clock"
