file,task_idx,step_id,step,atomic_step,labels,vague_words,action_id
00592-CthA7sQNTPK\tasks-island_1.json,53,3,Arrange the seat.,Place seat on surface.,seat,surface,place_on
00592-CthA7sQNTPK\tasks-island_1.json,55,4,Arrange the coffee maker.,Place coffee maker on surface.,coffee_maker,surface,place_on
00592-CthA7sQNTPK\tasks-island_1.json,57,3,Arrange the seat.,Place seat on surface.,seat,surface,place_on
00592-CthA7sQNTPK\tasks-island_1.json,58,3,Arrange the coffee maker.,Place coffee maker on surface.,coffee_maker,surface,place_on
00592-CthA7sQNTPK\tasks-island_1.json,64,3,Arrange the seat.,Place seat on surface.,seat,surface,place_on
00592-CthA7sQNTPK\tasks-island_1.json,69,7,Organize the items on the dresser.,Place dresser on surface.,dresser,surface,place_on
00592-CthA7sQNTPK\tasks-island_1.json,77,1,Move the plant to a new spot.,Carry the plant to the new spot.,plant,spot,carry
00592-CthA7sQNTPK\tasks-island_1.json,88,4,Arrange the backpack.,Place backpack on surface.,backpack,surface,place_on
00592-CthA7sQNTPK\tasks-island_1.json,95,6,Arrange the backpack.,Place backpack on surface.,backpack,surface,place_on
00598-mt9H8KcxRKD\tasks-island_0.json,17,3,Position the lamp.,Place lamp on surface.,lamp,surface,place_on
00598-mt9H8KcxRKD\tasks-island_0.json,18,3,Set the plate.,Place plate on surface.,plate,surface,place_on
00598-mt9H8KcxRKD\tasks-island_0.json,47,3,Set the bowl.,Place bowl on surface.,bowl,surface,place_on
00598-mt9H8KcxRKD\tasks-island_0.json,58,1,Organize the books on the shelf.,Place shelf on surface.,shelf,surface,place_on
00598-mt9H8KcxRKD\tasks-island_0.json,59,4,Tidy the toiletries in the cabinet.,Place cabinet in receptacle.,cabinet,receptacle,place_in
00598-mt9H8KcxRKD\tasks-island_0.json,59,5,Fold the towels in the clothes hamper.,Fold items in the clothes hamper.,clothes_hamper,items,fold
00598-mt9H8KcxRKD\tasks-island_0.json,63,1,Retrieve the wrench from the toolbox area.,Pick up the wrench from the toolbox area.,wrench,area,pick_up
00598-mt9H8KcxRKD\tasks-island_0.json,64,1,Fluff the cushions on the couch.,Fluff items on the couch.,couch,items,fluff
00598-mt9H8KcxRKD\tasks-island_0.json,64,4,Organize the items on the shelf.,Place shelf on surface.,shelf,surface,place_on
00598-mt9H8KcxRKD\tasks-island_0.json,65,4,Bring a chair to the dining area.,Reposition the chair to the dining area.,chair,area,reposition
00598-mt9H8KcxRKD\tasks-island_0.json,68,2,Organize the shirts in the wardrobe.,Place wardrobe in receptacle.,wardrobe,receptacle,place_in
00598-mt9H8KcxRKD\tasks-island_0.json,72,3,Set the plate on the table.,Place plate on surface.,plate,surface,place_on
00598-mt9H8KcxRKD\tasks-island_0.json,73,1,Organize the clothes in the wardrobe.,Place wardrobe in receptacle.,wardrobe,receptacle,place_in
00598-mt9H8KcxRKD\tasks-island_0.json,76,3,Adjust the chair in the living area.,Reposition the chair in the living area.,chair,area,reposition
00598-mt9H8KcxRKD\tasks-island_0.json,76,4,Tidy the items in the cabinet.,Place cabinet in receptacle.,cabinet,receptacle,place_in
00598-mt9H8KcxRKD\tasks-island_0.json,77,2,Arrange the display in the cabinet.,Place cabinet in receptacle.,cabinet,receptacle,place_in
00598-mt9H8KcxRKD\tasks-island_0.json,80,4,Set the plate with biscuits.,Place plate on surface.,plate,surface,place_on
00598-mt9H8KcxRKD\tasks-island_0.json,85,4,Set the plate with cheese.,Place plate on surface.,plate,surface,place_on
00598-mt9H8KcxRKD\tasks-island_0.json,97,3,Organize files in the cabinet.,Place cabinet in receptacle.,cabinet,receptacle,place_in
00598-mt9H8KcxRKD\tasks-island_0.json,101,1,Pack essentials in the backpack.,Load items into the backpack.,backpack,items,load
00598-mt9H8KcxRKD\tasks-island_0.json,107,1,Refill paper in the printer.,Use the printer to load items.,printer,items,load
00598-mt9H8KcxRKD\tasks-island_0.json,110,1,Fluff the cushion on the armchair.,Fluff items on the armchair.,armchair,items,fluff
00598-mt9H8KcxRKD\tasks-island_0.json,114,4,Set a plate for cheese.,Place plate on surface.,plate,surface,place_on
00598-mt9H8KcxRKD\tasks-island_0.json,118,1,Hang clothes in the wardrobe.,Hang items in the wardrobe.,wardrobe,items,hang
00598-mt9H8KcxRKD\tasks-island_0.json,122,5,Organize books in the cabinet.,Place cabinet in receptacle.,cabinet,receptacle,place_in
00598-mt9H8KcxRKD\tasks-island_0.json,126,3,Arrange snacks on a plate.,Place plate on surface.,plate,surface,place_on
00598-mt9H8KcxRKD\tasks-island_0.json,134,3,Stock the refrigerator with fresh drinks.,Place items in the refrigerator.,refrigerator,items,place_in
00598-mt9H8KcxRKD\tasks-island_0.json,136,4,Straighten objects on the shelf.,Straighten items on the shelf.,shelf,items,straighten
00598-mt9H8KcxRKD\tasks-island_0.json,136,6,Set a plate on the side table.,Place plate on surface.,plate,surface,place_on
00598-mt9H8KcxRKD\tasks-island_0.json,137,4,Plump the cushions on the armchair.,Fluff items on the armchair.,armchair,items,fluff
00598-mt9H8KcxRKD\tasks-island_0.json,138,2,Pack essentials into the handbag.,Load items into the handbag.,handbag,items,load
00598-mt9H8KcxRKD\tasks-island_0.json,139,4,Organize files on the shelf.,Place shelf on surface.,shelf,surface,place_on
00598-mt9H8KcxRKD\tasks-island_0.json,141,4,Sort clean clothes in the wardrobe.,Place wardrobe in receptacle.,wardrobe,receptacle,place_in
00598-mt9H8KcxRKD\tasks-island_0.json,143,4,Hang clothes in the wardrobe.,Hang items in the wardrobe.,wardrobe,items,hang
00598-mt9H8KcxRKD\tasks-island_0.json,144,2,Retrieve the wrench from the tool area.,Pick up the wrench from the tool area.,wrench,area,pick_up
00598-mt9H8KcxRKD\tasks-island_0.json,145,6,Sit and rest on the chair.,Place items on the chair.,chair,items,place_on
00598-mt9H8KcxRKD\tasks-island_0.json,146,6,Straighten the pillows on the couch.,Straighten items on the couch.,couch,items,straighten
00598-mt9H8KcxRKD\tasks-island_0.json,147,4,Pack the camera into the backpack.,Load items into the backpack.,backpack,items,load
00598-mt9H8KcxRKD\tasks-island_0.json,148,5,Neatly arrange items on the shelf.,Place shelf on surface.,shelf,surface,place_on
00598-mt9H8KcxRKD\tasks-island_0.json,149,3,Refill paper in the printer.,Use the printer to load items.,printer,items,load
00598-mt9H8KcxRKD\tasks-island_0.json,152,6,Organize supplies in the cabinet.,Place cabinet in receptacle.,cabinet,receptacle,place_in
00598-mt9H8KcxRKD\tasks-island_0.json,159,4,Organize folders in the cabinet.,Place cabinet in receptacle.,cabinet,receptacle,place_in
00598-mt9H8KcxRKD\tasks-island_0.json,160,6,Put tools away in the cabinet.,Store items in the cabinet.,cabinet,items,store
00598-mt9H8KcxRKD\tasks-island_0.json,161,5,Set a plate for biscuits.,Place plate on surface.,plate,surface,place_on
00598-mt9H8KcxRKD\tasks-island_0.json,162,2,File papers into the cabinet.,Place items in the cabinet.,cabinet,items,place_in
00598-mt9H8KcxRKD\tasks-island_0.json,170,5,Arrange the shelf.,Place shelf on surface.,shelf,surface,place_on
00598-mt9H8KcxRKD\tasks-island_0.json,174,3,Set the plate.,Place plate on surface.,plate,surface,place_on
00598-mt9H8KcxRKD\tasks-island_0.json,177,5,Set the cup.,Place cup on surface.,cup,surface,place_on
00598-mt9H8KcxRKD\tasks-island_0.json,179,6,Set the plate.,Place plate on surface.,plate,surface,place_on
00598-mt9H8KcxRKD\tasks-island_0.json,186,3,Set the cup.,Place cup on surface.,cup,surface,place_on
00598-mt9H8KcxRKD\tasks-island_0.json,196,6,Set the cup.,Place cup on surface.,cup,surface,place_on
00598-mt9H8KcxRKD\tasks-island_0.json,201,6,Set the cup.,Place cup on surface.,cup,surface,place_on
00598-mt9H8KcxRKD\tasks-island_0.json,207,7,Organize books on the shelf.,Place shelf on surface.,shelf,surface,place_on
00598-mt9H8KcxRKD\tasks-island_0.json,209,3,Refill the paper in the printer.,Use the printer to load items.,printer,items,load
00598-mt9H8KcxRKD\tasks-island_0.json,211,6,Set a plate on the counter.,Place plate on surface.,plate,surface,place_on
00598-mt9H8KcxRKD\tasks-island_0.json,213,5,Plump the cushions on the couch.,Fluff items on the couch.,couch,items,fluff
00598-mt9H8KcxRKD\tasks-island_0.json,233,5,Set the plate.,Place plate on surface.,plate,surface,place_on
00598-mt9H8KcxRKD\tasks-island_0.json,244,6,Set the plate.,Place plate on surface.,plate,surface,place_on
00598-mt9H8KcxRKD\tasks-island_0.json,255,6,Arrange the plate.,Place plate on surface.,plate,surface,place_on
00598-mt9H8KcxRKD\tasks-island_0.json,288,4,Fluff the pillows on the couch.,Fluff items on the couch.,couch,items,fluff
00598-mt9H8KcxRKD\tasks-island_0.json,293,1,Straighten the items on the shelf.,Straighten items on the shelf.,shelf,items,straighten
00598-mt9H8KcxRKD\tasks-island_0.json,295,2,Set aside the guest's handbag.,Place handbag on surface.,handbag,surface,place_on
00598-mt9H8KcxRKD\tasks-island_0.json,298,2,Organize essentials in the backpack.,Place backpack in receptacle.,backpack,receptacle,place_in
00598-mt9H8KcxRKD\tasks-island_0.json,298,3,Pack the larger items in the suitcase.,Load items into the suitcase.,suitcase,items,load
00598-mt9H8KcxRKD\tasks-island_0.json,301,4,Put the tools away in the cabinet.,Store items in the cabinet.,cabinet,items,store
00598-mt9H8KcxRKD\tasks-island_0.json,302,3,Store extra items in the cabinet.,Place extra items in the cabinet.,cabinet,items,place_in
00598-mt9H8KcxRKD\tasks-island_0.json,309,5,Load paper into the printer.,Load items into the printer.,printer,items,load
00598-mt9H8KcxRKD\tasks-island_0.json,314,7,Set the bin.,Place bin on surface.,bin,surface,place_on
00598-mt9H8KcxRKD\tasks-island_0.json,321,5,Set the cup.,Place cup on surface.,cup,surface,place_on
00606-W16Bm4ysK8v\tasks-island_0.json,8,2,Prepare the ingredients on the cutting board.,Place items on the cutting board.,cutting board,items,place_on
00606-W16Bm4ysK8v\tasks-island_0.json,10,1,Organize the glassware in the cabinet.,Place cabinet in receptacle.,cabinet,receptacle,place_in
00606-W16Bm4ysK8v\tasks-island_0.json,12,4,Organize the equipment on the stand.,Place stand on surface.,stand,surface,place_on
00606-W16Bm4ysK8v\tasks-island_0.json,13,2,Hang the clean clothes in the wardrobe.,Hang items in the wardrobe.,wardrobe,items,hang
00606-W16Bm4ysK8v\tasks-island_0.json,16,1,Put away the linens in the cabinet.,Store items in the cabinet.,cabinet,items,store
00606-W16Bm4ysK8v\tasks-island_0.json,23,2,Sort the items in the box.,Place box in receptacle.,box,receptacle,place_in
00606-W16Bm4ysK8v\tasks-island_0.json,26,4,Position the rocking chair.,Place rocking chair on surface.,rocking chair,surface,place_on
00606-W16Bm4ysK8v\tasks-island_0.json,27,4,Change the water in the flower vase.,Place items in the flower vase.,flower vase,items,place_in
00606-W16Bm4ysK8v\tasks-island_0.json,29,5,Load paper into the printer.,Load items into the printer.,printer,items,load
00606-W16Bm4ysK8v\tasks-island_0.json,41,4,Load paper into the printer.,Load items into the printer.,printer,items,load
00606-W16Bm4ysK8v\tasks-island_0.json,50,1,Position the laptop.,Place laptop on surface.,laptop,surface,place_on
00606-W16Bm4ysK8v\tasks-island_0.json,57,2,Position the plant ornament.,Place plant ornament on surface.,plant ornament,surface,place_on
00606-W16Bm4ysK8v\tasks-island_0.json,62,4,Prepare the vegetables on the cutting board.,Place items on the cutting board.,cutting board,items,place_on
00606-W16Bm4ysK8v\tasks-island_0.json,63,3,Organize small items in the cabinet.,Place cabinet in receptacle.,cabinet,receptacle,place_in
00606-W16Bm4ysK8v\tasks-island_0.json,63,4,Hang the clothes in the wardrobe.,Hang items in the wardrobe.,wardrobe,items,hang
00606-W16Bm4ysK8v\tasks-island_0.json,64,5,Position the keyboard correctly.,Place keyboard on surface.,keyboard,surface,place_on
00606-W16Bm4ysK8v\tasks-island_0.json,65,4,Prepare the coffee in a cup.,Place items in the cup.,cup,items,place_in
00606-W16Bm4ysK8v\tasks-island_0.json,65,6,Serve the coffee on the table.,Place items on the table.,table,items,place_on
00606-W16Bm4ysK8v\tasks-island_0.json,66,4,Arrange the containers on the shelf.,Place shelf on surface.,shelf,surface,place_on
00606-W16Bm4ysK8v\tasks-island_0.json,67,2,Fluff the pillows on the couch.,Fluff items on the couch.,couch,items,fluff
00606-W16Bm4ysK8v\tasks-island_0.json,69,5,Organize the items on the dressing table.,Place dressing table on surface.,dressing table,surface,place_on
00606-W16Bm4ysK8v\tasks-island_0.json,70,4,Load the dirty utensils into the dishwasher.,Load items into the dishwasher.,dishwasher,items,load
00606-W16Bm4ysK8v\tasks-island_0.json,71,5,Pack some water in the bag.,Load items into the bag.,bag,items,load
00606-W16Bm4ysK8v\tasks-island_0.json,73,1,Adjust the settings on the boiler.,Place boiler on surface.,boiler,surface,place_on
00606-W16Bm4ysK8v\tasks-island_0.json,80,3,Position the stand to hold the easel.,Place stand on surface.,stand,surface,place_on
00606-W16Bm4ysK8v\tasks-island_0.json,84,4,Hang the ironed shirts in the wardrobe.,Hang items in the wardrobe.,wardrobe,items,hang
00606-W16Bm4ysK8v\tasks-island_0.json,88,6,Put away the cleaning supplies in the cabinet.,Store items in the cabinet.,cabinet,items,store
00606-W16Bm4ysK8v\tasks-island_0.json,92,6,Serve the meal on the table.,Place items on the table.,table,items,place_on
00606-W16Bm4ysK8v\tasks-island_0.json,93,2,Arrange tools on the shelf.,Place shelf on surface.,shelf,surface,place_on
00606-W16Bm4ysK8v\tasks-island_0.json,95,3,Organize bottles in the shower caddy.,Place shower caddy in receptacle.,shower caddy,receptacle,place_in
00606-W16Bm4ysK8v\tasks-island_0.json,99,5,Hang up the clothes in the wardrobe.,Hang items in the wardrobe.,wardrobe,items,hang
00606-W16Bm4ysK8v\tasks-island_0.json,101,2,Lay it across the dining table.,Place items on the table.,table,items,place_on
00606-W16Bm4ysK8v\tasks-island_0.json,104,3,Prepare the dough on the table.,Place items on the table.,table,items,place_on
00606-W16Bm4ysK8v\tasks-island_0.json,108,5,Hang the clothes in the wardrobe.,Hang items in the wardrobe.,wardrobe,items,hang
00606-W16Bm4ysK8v\tasks-island_0.json,118,1,Move the flowerpot to a sunny spot.,Carry the flowerpot to the sunny spot.,flowerpot,spot,carry
00606-W16Bm4ysK8v\tasks-island_0.json,120,2,Position the exercise ball.,Place exercise ball on surface.,exercise ball,surface,place_on
00606-W16Bm4ysK8v\tasks-island_0.json,122,2,Take the shirt to the laundry area.,Pick up the shirt to the laundry area.,shirt,area,pick_up
00606-W16Bm4ysK8v\tasks-island_0.json,132,3,Pack my gear into the bag.,Load items into the bag.,bag,items,load
00606-W16Bm4ysK8v\tasks-island_0.json,134,6,Pack winter items in the box.,Load items into the box.,box,items,load
00606-W16Bm4ysK8v\tasks-island_0.json,136,5,Store the items in the wardrobe.,Store the items in the wardrobe.,wardrobe,items,store
00606-W16Bm4ysK8v\tasks-island_0.json,137,2,Prepare ingredients on the cutting board.,Place items on the cutting board.,cutting board,items,place_on
00606-W16Bm4ysK8v\tasks-island_0.json,137,4,Load dirty dishes into the dishwasher.,Load items into the dishwasher.,dishwasher,items,load
00606-W16Bm4ysK8v\tasks-island_0.json,140,3,Organize the items on the shelf.,Place shelf on surface.,shelf,surface,place_on
00606-W16Bm4ysK8v\tasks-island_0.json,147,3,Set the wine bottle out.,Place wine bottle on surface.,wine_bottle,surface,place_on
00606-W16Bm4ysK8v\tasks-island_0.json,147,5,Arrange flowers in the vase.,Place vase in receptacle.,vase,receptacle,place_in
00606-W16Bm4ysK8v\tasks-island_0.json,150,3,Load paper into the printer.,Load items into the printer.,printer,items,load
00606-W16Bm4ysK8v\tasks-island_0.json,150,4,Position the mouse.,Place mouse on surface.,mouse,surface,place_on
00606-W16Bm4ysK8v\tasks-island_0.json,155,4,Set items on the tray.,Place items on the tray.,tray,items,place_on
00612-GsQBY83r3hb\tasks-island_0.json,0,2,Fill the pitcher at the sink.,Use the sink to fill a container.,sink,container,fill
00612-GsQBY83r3hb\tasks-island_0.json,30,3,Arrange the towel.,Place towel on surface.,towel,surface,place_on
00612-GsQBY83r3hb\tasks-island_0.json,35,5,Wipe the appliance.,Wipe the appliance.,appliance,appliance,wipe
00612-GsQBY83r3hb\tasks-island_0.json,46,6,Tidy up the items inside the cabinet.,Place cabinet in receptacle.,cabinet,receptacle,place_in
00612-GsQBY83r3hb\tasks-island_0.json,47,1,Place the bowl on the serving area.,Place the bowl on the serving area.,bowl,area,place_on
00612-GsQBY83r3hb\tasks-island_0.json,49,1,Wipe the mirror in the dressing area.,Wipe the mirror in the dressing area.,mirror,area,wipe
00612-GsQBY83r3hb\tasks-island_0.json,57,4,Set the heater to a comfortable level.,Place heater on surface.,heater,surface,place_on
00612-GsQBY83r3hb\tasks-island_0.json,61,1,Carry the folder to the new spot.,Carry the folder to the new spot.,folder,spot,carry
00612-GsQBY83r3hb\tasks-island_0.json,62,4,Put items inside the backpack.,Place items in the backpack.,backpack,items,place_in
00612-GsQBY83r3hb\tasks-island_0.json,67,7,Turn on the appliance.,Turn on the appliance.,appliance,appliance,turn_on
00612-GsQBY83r3hb\tasks-island_0.json,74,6,Arrange the tray.,Place tray on surface.,tray,surface,place_on
00612-GsQBY83r3hb\tasks-island_0.json,81,4,Turn on the appliance.,Turn on the appliance.,appliance,appliance,turn_on
00612-GsQBY83r3hb\tasks-island_0.json,83,3,Arrange the tray.,Place tray on surface.,tray,surface,place_on
00612-GsQBY83r3hb\tasks-island_0.json,87,4,Turn on the appliance.,Turn on the appliance.,appliance,appliance,turn_on
00619-R9fYpvCUkV7\tasks-island_1.json,2,1,Move the bench to a comfortable spot.,Reposition the bench to the comfortable spot.,bench,spot,reposition
00619-R9fYpvCUkV7\tasks-island_1.json,7,4,Position the exercise ball.,Place exercise ball on surface.,exercise ball,surface,place_on
00619-R9fYpvCUkV7\tasks-island_1.json,8,3,Move the gym equipment to its designated spot.,Carry the gym equipment to the designated spot.,gym equipment,spot,carry
00619-R9fYpvCUkV7\tasks-island_1.json,17,5,Position the barbell.,Place barbell on surface.,barbell,surface,place_on
00619-R9fYpvCUkV7\tasks-island_1.json,25,2,Position the camera.,Place camera on surface.,camera,surface,place_on
00619-R9fYpvCUkV7\tasks-island_1.json,31,1,Position the camera.,Place camera on surface.,camera,surface,place_on
00619-R9fYpvCUkV7\tasks-island_1.json,36,1,Position the camera.,Place camera on surface.,camera,surface,place_on
00624-ooq3SnvC79d\tasks-island_0.json,1,2,Set the plate.,Place plate on surface.,plate,surface,place_on
00624-ooq3SnvC79d\tasks-island_0.json,7,1,Arrange the alcohol bottles.,Place alcohol bottles on surface.,alcohol bottles,surface,place_on
00624-ooq3SnvC79d\tasks-island_0.json,8,2,Position the vase.,Place vase on surface.,vase,surface,place_on
00624-ooq3SnvC79d\tasks-island_0.json,15,2,Arrange the decoration.,Place decoration on surface.,decoration,surface,place_on
00624-ooq3SnvC79d\tasks-island_0.json,17,2,Set the plate.,Place plate on surface.,plate,surface,place_on
00624-ooq3SnvC79d\tasks-island_0.json,20,2,Set the pitcher.,Place pitcher on surface.,pitcher,surface,place_on
00624-ooq3SnvC79d\tasks-island_0.json,27,3,Organize the books on the coffee table.,Place coffee table on surface.,coffee table,surface,place_on
00624-ooq3SnvC79d\tasks-island_0.json,28,4,Tidy up the items in the basket.,Place basket in receptacle.,basket,receptacle,place_in
00624-ooq3SnvC79d\tasks-island_0.json,28,5,Adjust the settings on the dehumidifier.,Place dehumidifier on surface.,dehumidifier,surface,place_on
00624-ooq3SnvC79d\tasks-island_0.json,33,2,Neatly arrange the alcohol bottles on the shelf.,Place alcohol bottles on surface.,alcohol bottles,surface,place_on
00624-ooq3SnvC79d\tasks-island_0.json,34,4,Arrange the decoration next to the photos.,Place decoration on surface.,decoration,surface,place_on
00624-ooq3SnvC79d\tasks-island_0.json,40,3,Move the decoration to a better spot.,Carry the decoration to the better spot.,decoration,spot,carry
00624-ooq3SnvC79d\tasks-island_0.json,42,4,Arrange the vase on the shelf.,Place vase on surface.,vase,surface,place_on
00624-ooq3SnvC79d\tasks-island_0.json,42,5,Organize the items inside the cabinet.,Place cabinet in receptacle.,cabinet,receptacle,place_in
00624-ooq3SnvC79d\tasks-island_0.json,43,1,Bring the office chair to the desk area.,Reposition the office chair to the desk area.,office chair,area,reposition
00624-ooq3SnvC79d\tasks-island_0.json,45,2,Arrange the decoration on the mantel.,Place decoration in receptacle.,decoration,receptacle,place_in
00624-ooq3SnvC79d\tasks-island_0.json,46,4,Place the backpack in its designated spot.,Place the backpack in its designated spot.,backpack,spot,place_in
00624-ooq3SnvC79d\tasks-island_0.json,46,5,Tidy up the loose items in the basket.,Place basket in receptacle.,basket,receptacle,place_in
00624-ooq3SnvC79d\tasks-island_0.json,47,3,Move the box of paper to the storage area.,Carry the box of paper to the storage area.,box of paper,area,carry
00624-ooq3SnvC79d\tasks-island_0.json,49,1,Arrange the vase on the dining shelf.,Place vase on surface.,vase,surface,place_on
00624-ooq3SnvC79d\tasks-island_0.json,52,5,Wipe the trophy in the display area.,Wipe the trophy in the display area.,trophy,area,wipe
00624-ooq3SnvC79d\tasks-island_0.json,56,5,Organize the items inside the drawers.,Place drawers in receptacle.,drawers,receptacle,place_in
00624-ooq3SnvC79d\tasks-island_0.json,58,6,Load the dishwasher with used items.,Load the dishwasher with the used items.,dishwasher,items,load
00624-ooq3SnvC79d\tasks-island_0.json,59,6,Shake out the rug in the study area.,Shake out the rug in the study area.,rug,area,shake_out
00624-ooq3SnvC79d\tasks-island_0.json,60,1,Dust the stack of books in the kitchen area.,Dust the stack of books in the kitchen area.,stack of books,area,dust
00624-ooq3SnvC79d\tasks-island_0.json,60,4,Arrange the kitchenware neatly.,Place kitchenware on surface.,kitchenware,surface,place_on
00624-ooq3SnvC79d\tasks-island_0.json,61,4,Move the vase to a safer spot.,Carry the vase to the safer spot.,vase,spot,carry
00624-ooq3SnvC79d\tasks-island_0.json,63,5,Set the plate on the side table.,Place plate in receptacle.,plate,receptacle,place_in
00624-ooq3SnvC79d\tasks-island_0.json,63,6,Dim the lamp in the living area.,Adjust the lamp in the living area.,lamp,area,set_control
00624-ooq3SnvC79d\tasks-island_0.json,66,5,Arrange the decorative plate on the sideboard.,Place decorative plate on surface.,decorative plate,surface,place_on
00624-ooq3SnvC79d\tasks-island_0.json,67,4,Dust the table in the living area.,Dust the table in the living area.,table,area,dust
00624-ooq3SnvC79d\tasks-island_0.json,70,1,Arrange the display of pictures on the shelf.,Place display of pictures on surface.,display of pictures,surface,place_on
00624-ooq3SnvC79d\tasks-island_0.json,70,5,Dust the globe in the office area.,Dust the globe in the office area.,globe,area,dust
00624-ooq3SnvC79d\tasks-island_0.json,71,6,Organize the cds near the cd player.,Place cd player in receptacle.,cd player,receptacle,place_in
00624-ooq3SnvC79d\tasks-island_0.json,72,2,Open the cabinet to store pantry items.,Open the cabinet to store pantry items.,cabinet,items,open
00624-ooq3SnvC79d\tasks-island_0.json,72,5,Arrange the rack in the pantry.,Place rack in receptacle.,rack,receptacle,place_in
00624-ooq3SnvC79d\tasks-island_0.json,73,4,Move the box of paper to the storage area.,Carry the box of paper to the storage area.,box of paper,area,carry
00624-ooq3SnvC79d\tasks-island_0.json,75,4,Store the items in the cabinet.,Store the items in the cabinet.,cabinet,items,store
00624-ooq3SnvC79d\tasks-island_0.json,76,5,Arrange the flowers in the vase.,Place vase in receptacle.,vase,receptacle,place_in
00624-ooq3SnvC79d\tasks-island_0.json,77,3,Turn on the tap to wash items.,Turn on the tap to wash items.,tap,items,turn_on
00624-ooq3SnvC79d\tasks-island_0.json,78,1,Wipe the mirror in the bathroom area.,Wipe the mirror in the bathroom area.,mirror,area,wipe
00624-ooq3SnvC79d\tasks-island_0.json,78,2,Organize the items in the handbag.,Place handbag in receptacle.,handbag,receptacle,place_in
00624-ooq3SnvC79d\tasks-island_0.json,78,3,Place the shampoo in the shower area.,Place the shampoo in the shower area.,shampoo,area,place_in
00624-ooq3SnvC79d\tasks-island_0.json,78,4,Arrange the rack in the storage closet.,Place rack in receptacle.,rack,receptacle,place_in
00624-ooq3SnvC79d\tasks-island_0.json,80,2,Wipe the fan blades in the lounge area.,Wipe the fan in the lounge area.,fan,area,wipe
00624-ooq3SnvC79d\tasks-island_0.json,81,2,Move the box to the garage area.,Carry the box to the garage area.,box,area,carry
00624-ooq3SnvC79d\tasks-island_0.json,81,4,Store items in the cabinet.,Place items in the cabinet.,cabinet,items,place_in
00624-ooq3SnvC79d\tasks-island_0.json,81,5,Arrange the basket neatly.,Place basket on surface.,basket,surface,place_on
00624-ooq3SnvC79d\tasks-island_0.json,84,6,Set the teapot on the cabinet.,Place teapot on surface.,teapot,surface,place_on
00624-ooq3SnvC79d\tasks-island_0.json,85,4,Arrange the decorative plant.,Place decorative plant on surface.,decorative plant,surface,place_on
00624-ooq3SnvC79d\tasks-island_0.json,90,2,Arrange the decoration.,Place decoration on surface.,decoration,surface,place_on
00624-ooq3SnvC79d\tasks-island_0.json,94,4,Arrange the display of pictures.,Place display of pictures on surface.,display of pictures,surface,place_on
00624-ooq3SnvC79d\tasks-island_0.json,96,5,Arrange the decoration.,Place decoration on surface.,decoration,surface,place_on
00624-ooq3SnvC79d\tasks-island_0.json,96,6,Set the teapot on the table.,Place teapot on surface.,teapot,surface,place_on
00624-ooq3SnvC79d\tasks-island_0.json,97,4,Set the book on the coffee table.,Place book in receptacle.,book,receptacle,place_in
00624-ooq3SnvC79d\tasks-island_0.json,99,6,Set the pitcher.,Place pitcher on surface.,pitcher,surface,place_on
00624-ooq3SnvC79d\tasks-island_0.json,100,3,Arrange the decoration.,Place decoration on surface.,decoration,surface,place_on
00624-ooq3SnvC79d\tasks-island_0.json,104,3,Arrange the alcohol bottles.,Place alcohol bottles on surface.,alcohol bottles,surface,place_on
00626-XiJhRLvpKpX\tasks-island_0.json,42,2,Straighten the chair in the seating area.,Straighten the chair in the seating area.,chair,area,straighten
00626-XiJhRLvpKpX\tasks-island_0.json,46,2,Get the pitcher from the spa area.,Pick up the pitcher from the spa area.,pitcher,area,pick_up
00626-XiJhRLvpKpX\tasks-island_0.json,46,3,Fetch a cup from the dining area.,Pick up the cup from the dining area.,cup,area,pick_up
00626-XiJhRLvpKpX\tasks-island_0.json,54,3,Arrange the clothing stand.,Place clothing stand on surface.,clothing stand,surface,place_on
00626-XiJhRLvpKpX\tasks-island_0.json,67,4,Dust the appliance.,Dust the appliance.,appliance,appliance,dust
00626-XiJhRLvpKpX\tasks-island_0.json,86,5,Move the flowerpot to a safer spot.,Carry the flowerpot to the safer spot.,flowerpot,spot,carry
00626-XiJhRLvpKpX\tasks-island_0.json,93,3,Arrange the plant nearby.,Place plant on surface.,plant,surface,place_on
00626-XiJhRLvpKpX\tasks-island_0.json,100,4,Straighten the chair in the dining area.,Straighten the chair in the dining area.,chair,area,straighten
00626-XiJhRLvpKpX\tasks-island_0.json,108,3,Dust the cabinet in the dining area.,Dust the cabinet in the dining area.,cabinet,area,dust
00626-XiJhRLvpKpX\tasks-island_0.json,110,4,Wipe the table in the bar area.,Wipe the table in the bar area.,table,area,wipe
00626-XiJhRLvpKpX\tasks-island_0.json,115,1,Wipe the sunbed in the outdoor area.,Wipe the sunbed in the outdoor area.,sunbed,area,wipe
00626-XiJhRLvpKpX\tasks-island_0.json,118,5,Dust the appliance in the room.,Dust the appliance in the room.,appliance,appliance,dust
00626-XiJhRLvpKpX\tasks-island_0.json,123,1,Wipe the table in the study area.,Wipe the table in the study area.,table,area,wipe
00626-XiJhRLvpKpX\tasks-island_0.json,140,5,Dust the appliance nearby.,Dust the appliance.,appliance,appliance,dust
00626-XiJhRLvpKpX\tasks-island_0.json,145,4,Wipe the table in the bar area.,Wipe the table in the bar area.,table,area,wipe
