action,file,new,object,old,reason,tag,type
turn_on,00307-vDfkYo5VqEQ\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00307-vDfkYo5VqEQ\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00307-vDfkYo5VqEQ\tasks-island_0.json,,oven and stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00307-vDfkYo5VqEQ\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00307-vDfkYo5VqEQ\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00307-vDfkYo5VqEQ\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00307-vDfkYo5VqEQ\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00307-vDfkYo5VqEQ\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00307-vDfkYo5VqEQ\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00307-vDfkYo5VqEQ\tasks-island_0.json,,oven and stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00313-PE6kVEtrxtj\tasks-island_0.json,,cooker,,,vocab_gap:no_boil_action,FLAG
turn_on,00313-PE6kVEtrxtj\tasks-island_0.json,,cooker,,,vocab_gap:no_boil_action,FLAG
turn_on,00313-PE6kVEtrxtj\tasks-island_0.json,,cooker,,,vocab_gap:no_boil_action,FLAG
turn_on,00313-PE6kVEtrxtj\tasks-island_0.json,,rice cooker,,,vocab_gap:no_boil_action,FLAG
turn_on,00323-yHLr6bvWsVm\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00323-yHLr6bvWsVm\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00323-yHLr6bvWsVm\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00323-yHLr6bvWsVm\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00323-yHLr6bvWsVm\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00323-yHLr6bvWsVm\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00323-yHLr6bvWsVm\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
,00323-yHLr6bvWsVm\tasks-island_1.json,Turn on the bathtub.,,Turn on the bathtub faucet.,faucet not in labels; reverted to 'bathtub' + flagged,,GROUNDING_FIX+FLAG
turn_on,00323-yHLr6bvWsVm\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00323-yHLr6bvWsVm\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00323-yHLr6bvWsVm\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00323-yHLr6bvWsVm\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00324-DoSbsoo4EAg\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00324-DoSbsoo4EAg\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00324-DoSbsoo4EAg\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00324-DoSbsoo4EAg\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00324-DoSbsoo4EAg\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00324-DoSbsoo4EAg\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00326-u9rPN5cHWBg\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00326-u9rPN5cHWBg\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00326-u9rPN5cHWBg\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00326-u9rPN5cHWBg\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00326-u9rPN5cHWBg\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00326-u9rPN5cHWBg\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00326-u9rPN5cHWBg\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00326-u9rPN5cHWBg\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00326-u9rPN5cHWBg\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00326-u9rPN5cHWBg\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00326-u9rPN5cHWBg\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00327-xgLmjqzoAzF\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00327-xgLmjqzoAzF\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00327-xgLmjqzoAzF\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00327-xgLmjqzoAzF\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00327-xgLmjqzoAzF\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00327-xgLmjqzoAzF\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00327-xgLmjqzoAzF\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00327-xgLmjqzoAzF\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00327-xgLmjqzoAzF\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00327-xgLmjqzoAzF\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00327-xgLmjqzoAzF\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00327-xgLmjqzoAzF\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00327-xgLmjqzoAzF\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00327-xgLmjqzoAzF\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00330-WhNyDTnd9g5\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00330-WhNyDTnd9g5\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00330-WhNyDTnd9g5\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00366-fxbzYAGkrtm\tasks-island_0.json,,stove,,,vocab_gap:no_boil_action,FLAG
,00366-fxbzYAGkrtm\tasks-island_0.json,Fill the shampoo.,,Fill the shampoo dispenser.,dispenser not in labels; reverted to 'shampoo',,GROUNDING_FIX
turn_on,00366-fxbzYAGkrtm\tasks-island_0.json,,stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00366-fxbzYAGkrtm\tasks-island_0.json,,stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00366-fxbzYAGkrtm\tasks-island_0.json,,stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00366-fxbzYAGkrtm\tasks-island_0.json,,stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00378-DqJKU7YU7dA\tasks-island_1.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00378-DqJKU7YU7dA\tasks-island_1.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00378-DqJKU7YU7dA\tasks-island_1.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00378-DqJKU7YU7dA\tasks-island_1.json,,fireplace sconce,,,vocab_gap:no_ignite_action,FLAG
turn_on,00378-DqJKU7YU7dA\tasks-island_1.json,,fireplace sconce,,,vocab_gap:no_ignite_action,FLAG
turn_on,00378-DqJKU7YU7dA\tasks-island_1.json,,fireplace sconce,,,vocab_gap:no_ignite_action,FLAG
turn_on,00378-DqJKU7YU7dA\tasks-island_1.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00378-DqJKU7YU7dA\tasks-island_1.json,,fireplace sconce,,,vocab_gap:no_ignite_action,FLAG
turn_on,00378-DqJKU7YU7dA\tasks-island_1.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00378-DqJKU7YU7dA\tasks-island_1.json,,fireplace sconce,,,vocab_gap:no_ignite_action,FLAG
turn_on,00378-DqJKU7YU7dA\tasks-island_1.json,,fireplace sconce,,,vocab_gap:no_ignite_action,FLAG
turn_on,00378-DqJKU7YU7dA\tasks-island_1.json,,fireplace sconce,,,vocab_gap:no_ignite_action,FLAG
turn_on,00378-DqJKU7YU7dA\tasks-island_1.json,,fireplace sconce,,,vocab_gap:no_ignite_action,FLAG
turn_on,00378-DqJKU7YU7dA\tasks-island_1.json,,fireplace sconce,,,vocab_gap:no_ignite_action,FLAG
turn_on,00378-DqJKU7YU7dA\tasks-island_1.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00378-DqJKU7YU7dA\tasks-island_1.json,,fireplace sconce,,,vocab_gap:no_ignite_action,FLAG
turn_on,00378-DqJKU7YU7dA\tasks-island_1.json,,fireplace sconce,,,vocab_gap:no_ignite_action,FLAG
,00382-S7uMvxjBVZq\tasks-island_0.json,Turn on the bathtub.,,Turn on the bathtub faucet.,faucet not in labels; reverted to 'bathtub' + flagged,,GROUNDING_FIX+FLAG
turn_on,00382-S7uMvxjBVZq\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00382-S7uMvxjBVZq\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00384-ceJTwFNjqCt\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00388-pcpn6mFqFCg\tasks-island_2.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00388-pcpn6mFqFCg\tasks-island_2.json,,stovetop,,,vocab_gap:no_boil_action,FLAG
turn_on,00388-pcpn6mFqFCg\tasks-island_2.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00388-pcpn6mFqFCg\tasks-island_2.json,,stovetop,,,vocab_gap:no_boil_action,FLAG
turn_on,00388-pcpn6mFqFCg\tasks-island_2.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00397-ZNanfzgCdm3\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
,00404-QN2dRqwd84J\tasks-island_0.json,Turn on the bathtub.,,Turn on the bathtub faucet.,faucet not in labels; reverted to 'bathtub' + flagged,,GROUNDING_FIX+FLAG
turn_on,00407-NPHxDe6VeCc\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00407-NPHxDe6VeCc\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00407-NPHxDe6VeCc\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00407-NPHxDe6VeCc\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00407-NPHxDe6VeCc\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00410-v7DzfFFEpsD\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00410-v7DzfFFEpsD\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00410-v7DzfFFEpsD\tasks-island_1.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00410-v7DzfFFEpsD\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
,00410-v7DzfFFEpsD\tasks-island_1.json,Fill the shampoo.,,Fill the shampoo dispenser.,dispenser not in labels; reverted to 'shampoo',,GROUNDING_FIX
turn_on,00410-v7DzfFFEpsD\tasks-island_1.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00410-v7DzfFFEpsD\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00410-v7DzfFFEpsD\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00410-v7DzfFFEpsD\tasks-island_1.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00414-77mMEyxhs44\tasks-island_1.json,,stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00414-77mMEyxhs44\tasks-island_1.json,,stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00414-77mMEyxhs44\tasks-island_1.json,,stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00414-77mMEyxhs44\tasks-island_1.json,,stove,,,vocab_gap:no_boil_action,FLAG
,00414-77mMEyxhs44\tasks-island_1.json,Fill the shampoo.,,Fill the shampoo dispenser.,dispenser not in labels; reverted to 'shampoo',,GROUNDING_FIX
turn_on,00414-77mMEyxhs44\tasks-island_1.json,,stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00414-77mMEyxhs44\tasks-island_2.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00414-77mMEyxhs44\tasks-island_2.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00414-77mMEyxhs44\tasks-island_2.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00414-77mMEyxhs44\tasks-island_2.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00414-77mMEyxhs44\tasks-island_2.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00414-77mMEyxhs44\tasks-island_2.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
,00417-nGhNxKrgBPb\tasks-island_0.json,Fill the shampoo.,,Fill the shampoo dispenser.,dispenser not in labels; reverted to 'shampoo',,GROUNDING_FIX
turn_on,00422-8wJuSPJ9FXG\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00422-8wJuSPJ9FXG\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00422-8wJuSPJ9FXG\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00422-8wJuSPJ9FXG\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00422-8wJuSPJ9FXG\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00422-8wJuSPJ9FXG\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00422-8wJuSPJ9FXG\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00422-8wJuSPJ9FXG\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00422-8wJuSPJ9FXG\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00422-8wJuSPJ9FXG\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00434-L5QEsaVqwrY\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
,00434-L5QEsaVqwrY\tasks-island_0.json,Fill the shampoo.,,Fill the shampoo dispenser.,dispenser not in labels; reverted to 'shampoo',,GROUNDING_FIX
,00434-L5QEsaVqwrY\tasks-island_0.json,Turn on the bathtub.,,Turn on the bathtub faucet.,faucet not in labels; reverted to 'bathtub' + flagged,,GROUNDING_FIX+FLAG
turn_on,00434-L5QEsaVqwrY\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
,00434-L5QEsaVqwrY\tasks-island_0.json,Turn on the bathtub.,,Turn on the bathtub faucet.,faucet not in labels; reverted to 'bathtub' + flagged,,GROUNDING_FIX+FLAG
turn_on,00434-L5QEsaVqwrY\tasks-island_0.json,,grill,,,vocab_gap:no_boil_action,FLAG
,00434-L5QEsaVqwrY\tasks-island_0.json,Fill the shampoo.,,Fill the shampoo dispenser.,dispenser not in labels; reverted to 'shampoo',,GROUNDING_FIX
,00434-L5QEsaVqwrY\tasks-island_0.json,Fill the shampoo.,,Fill the shampoo dispenser.,dispenser not in labels; reverted to 'shampoo',,GROUNDING_FIX
turn_on,00434-L5QEsaVqwrY\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00434-L5QEsaVqwrY\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00434-L5QEsaVqwrY\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00434-L5QEsaVqwrY\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
,00434-L5QEsaVqwrY\tasks-island_0.json,Fill the shampoo.,,Fill the shampoo dispenser.,dispenser not in labels; reverted to 'shampoo',,GROUNDING_FIX
turn_on,00434-L5QEsaVqwrY\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
,00434-L5QEsaVqwrY\tasks-island_0.json,Fill the shampoo.,,Fill the shampoo dispenser.,dispenser not in labels; reverted to 'shampoo',,GROUNDING_FIX
turn_on,00434-L5QEsaVqwrY\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00434-L5QEsaVqwrY\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00434-L5QEsaVqwrY\tasks-island_0.json,,grill,,,vocab_gap:no_boil_action,FLAG
turn_on,00434-L5QEsaVqwrY\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00434-L5QEsaVqwrY\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00434-L5QEsaVqwrY\tasks-island_0.json,,grill,,,vocab_gap:no_boil_action,FLAG
turn_on,00440-wPLokgvCnuk\tasks-island_0.json,,cooker,,,vocab_gap:no_boil_action,FLAG
turn_on,00444-sX9xad6ULKc\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00444-sX9xad6ULKc\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00444-sX9xad6ULKc\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00444-sX9xad6ULKc\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00444-sX9xad6ULKc\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00444-sX9xad6ULKc\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00444-sX9xad6ULKc\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00444-sX9xad6ULKc\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00444-sX9xad6ULKc\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00444-sX9xad6ULKc\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00444-sX9xad6ULKc\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00444-sX9xad6ULKc\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00444-sX9xad6ULKc\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00444-sX9xad6ULKc\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,fireplace tool set,,,vocab_gap:no_ignite_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,fireplace tool set,,,vocab_gap:no_ignite_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,fireplace tool set,,,vocab_gap:no_ignite_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00475-g7hUFVNac26\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00487-erXNfWVjqZ8\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00487-erXNfWVjqZ8\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00487-erXNfWVjqZ8\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00487-erXNfWVjqZ8\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00487-erXNfWVjqZ8\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00487-erXNfWVjqZ8\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00487-erXNfWVjqZ8\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00495-CQWES1bawee\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00495-CQWES1bawee\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00495-CQWES1bawee\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00495-CQWES1bawee\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00495-CQWES1bawee\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00495-CQWES1bawee\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00495-CQWES1bawee\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00495-CQWES1bawee\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00495-CQWES1bawee\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00506-QVAA6zecMHu\tasks-island_0.json,,stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00506-QVAA6zecMHu\tasks-island_0.json,,stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00506-QVAA6zecMHu\tasks-island_0.json,,stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00506-QVAA6zecMHu\tasks-island_0.json,,stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00506-QVAA6zecMHu\tasks-island_0.json,,stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00508-4vwGX7U38Ux\tasks-island_0.json,,stove,,,vocab_gap:no_boil_action,FLAG
,00508-4vwGX7U38Ux\tasks-island_0.json,Fill the shampoo.,,Fill the shampoo dispenser.,dispenser not in labels; reverted to 'shampoo',,GROUNDING_FIX
turn_on,00525-iKFn6fzyRqs\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00525-iKFn6fzyRqs\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00525-iKFn6fzyRqs\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00525-iKFn6fzyRqs\tasks-island_0.json,,stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00525-iKFn6fzyRqs\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00525-iKFn6fzyRqs\tasks-island_0.json,,stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00529-W9YAR9qcuvN\tasks-island_0.json,,stove,,,vocab_gap:no_boil_action,FLAG
turn_on,00534-DBBESbk4Y3k\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
turn_on,00534-DBBESbk4Y3k\tasks-island_0.json,,kettle,,,vocab_gap:no_boil_action,FLAG
turn_on,00534-DBBESbk4Y3k\tasks-island_0.json,,fireplace,,,vocab_gap:no_ignite_action,FLAG
