file,task_idx,step_id,rule,old_action,new_action,old_atomic_step,new_atomic_step,relation,mapping_source_op,step_orig
00410-v7DzfFFEpsD/tasks-island_1.json,258,7,R1_light,turn_on,light,Turn on the candle holder.,Light the candle holder.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle holder.
00414-77mMEyxhs44/tasks-island_1.json,8,2,F2_warm_inspect,inspect,turn_on,Inspect the toaster.,Turn on the toaster.,None,+vocab_extension_v1:inspect->turn_on,Use the toaster to warm the bread.
00414-77mMEyxhs44/tasks-island_1.json,20,1,R4_appliance_clean,turn_on,turn_on,Turn on the stove.,Turn on the stove.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the stove.
00414-77mMEyxhs44/tasks-island_1.json,30,5,R4_appliance_clean,turn_on,turn_on,Turn on the stove.,Turn on the stove.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the stove.
00414-77mMEyxhs44/tasks-island_1.json,70,4,R4_appliance_clean,turn_on,turn_on,Turn on the stove.,Turn on the stove.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the stove.
00414-77mMEyxhs44/tasks-island_1.json,80,4,R4_appliance_clean,turn_off,turn_off,Turn off the stove.,Turn off the stove.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn off the stove.
00414-77mMEyxhs44/tasks-island_1.json,95,5,R4_appliance_clean,turn_on,turn_on,Turn on the stove.,Turn on the stove.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Light the stove.
00414-77mMEyxhs44/tasks-island_1.json,137,6,R4_appliance_clean,turn_on,turn_on,Turn on the stove.,Turn on the stove.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Switch on the stove
00414-77mMEyxhs44/tasks-island_2.json,1,2,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00414-77mMEyxhs44/tasks-island_2.json,5,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Ignite the fireplace.
00414-77mMEyxhs44/tasks-island_2.json,6,2,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace to provide some natural light.,Turn on the fireplace to provide some natural light.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Start the fireplace to provide some natural light.
00414-77mMEyxhs44/tasks-island_2.json,11,2,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Turn on the fireplace.
00414-77mMEyxhs44/tasks-island_2.json,13,3,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Prepare the fireplace.
00414-77mMEyxhs44/tasks-island_2.json,16,5,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00417-nGhNxKrgBPb/tasks-island_0.json,8,1,R1_light,turn_on,light,Turn on the candle.,Light the candle.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle.
00417-nGhNxKrgBPb/tasks-island_0.json,24,4,R1_light,turn_on,light,Turn on the candle.,Light the candle.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle.
00417-nGhNxKrgBPb/tasks-island_0.json,62,3,R1_light,turn_on,light,Turn on the candle.,Light the candle.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle.
00417-nGhNxKrgBPb/tasks-island_0.json,91,2,R2_unload,open,unload,Open dishwasher.,Unload the dishwasher.,None,+vocab_extension_v1:open->unload,Unload the dishwasher.
00417-nGhNxKrgBPb/tasks-island_0.json,94,4,R1_light,turn_on,light,Turn on the candle.,Light the candle.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle.
00417-nGhNxKrgBPb/tasks-island_0.json,105,5,R1_light,turn_on,light,Turn on the candle.,Light the candle.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle.
00417-nGhNxKrgBPb/tasks-island_0.json,127,3,R1_light,turn_on,light,Turn on the candle.,Light the candle.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle.
00417-nGhNxKrgBPb/tasks-island_0.json,139,5,R1_light,turn_on,light,Turn on the candle.,Light the candle.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle.
00417-nGhNxKrgBPb/tasks-island_0.json,142,3,R1_light,turn_on,light,Turn on the candle.,Light the candle.,on,+vocab_extension_v1:turn_on->light; -vocab_gap:no_ignite_action,Light the candle for a pleasant scent.
00422-8wJuSPJ9FXG/tasks-island_0.json,9,2,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00422-8wJuSPJ9FXG/tasks-island_0.json,24,2,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00422-8wJuSPJ9FXG/tasks-island_0.json,35,2,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil water using the kettle.
00422-8wJuSPJ9FXG/tasks-island_0.json,46,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00422-8wJuSPJ9FXG/tasks-island_0.json,61,3,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Prepare a hot drink using the kettle.
00422-8wJuSPJ9FXG/tasks-island_0.json,67,2,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00422-8wJuSPJ9FXG/tasks-island_0.json,67,6,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Prepare a hot drink with the kettle.
00422-8wJuSPJ9FXG/tasks-island_0.json,78,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00422-8wJuSPJ9FXG/tasks-island_0.json,97,2,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Turn on the fireplace.
00422-8wJuSPJ9FXG/tasks-island_0.json,127,6,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil water in the kettle.
00434-L5QEsaVqwrY/tasks-island_0.json,0,2,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00434-L5QEsaVqwrY/tasks-island_0.json,17,3,F3_repair_REMAP,reposition,tighten,Reposition the sink.,Tighten the sink.,None,+vocab_extension_v1:repair_remap->tighten,Repair the sink.
00434-L5QEsaVqwrY/tasks-island_0.json,46,1,R4_bathtub_clean,turn_on,turn_on,Turn on the bathtub.,Turn on the bathtub.,on,-vocab_gap:no_faucet_action; +idiom_ok:turn_on_appliance,Turn on the bathtub.
00434-L5QEsaVqwrY/tasks-island_0.json,49,2,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Turn on the fireplace.
00434-L5QEsaVqwrY/tasks-island_0.json,75,1,R4_bathtub_clean,turn_on,turn_on,Turn on the bathtub.,Turn on the bathtub.,on,-vocab_gap:no_faucet_action; +idiom_ok:turn_on_appliance,Turn on the bathtub.
00434-L5QEsaVqwrY/tasks-island_0.json,85,4,R4_appliance_clean,turn_on,turn_on,Turn on the grill on the patio.,Turn on the grill on the patio.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Prepare the grill on the patio.
00434-L5QEsaVqwrY/tasks-island_0.json,113,1,R2_unload,open,unload,Open dishwasher.,Unload the clean dishes from the dishwasher.,None,+vocab_extension_v1:open->unload,Unload the clean dishes from the dishwasher.
00434-L5QEsaVqwrY/tasks-island_0.json,123,4,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00434-L5QEsaVqwrY/tasks-island_0.json,128,3,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace in the sitting room.,Turn on the fireplace in the sitting room.,in,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace in the sitting room.
00434-L5QEsaVqwrY/tasks-island_0.json,173,5,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00434-L5QEsaVqwrY/tasks-island_0.json,275,5,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00434-L5QEsaVqwrY/tasks-island_0.json,286,7,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00434-L5QEsaVqwrY/tasks-island_0.json,365,3,F3_repair_REMAP,reposition,tighten,Reposition the sink.,Tighten the sink.,None,+vocab_extension_v1:repair_remap->tighten,Repair the sink pipes.
00434-L5QEsaVqwrY/tasks-island_0.json,371,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00434-L5QEsaVqwrY/tasks-island_0.json,380,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00434-L5QEsaVqwrY/tasks-island_0.json,391,1,R4_appliance_clean,turn_on,turn_on,Turn on the grill on the patio.,Turn on the grill on the patio.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Prepare the grill on the patio.
00434-L5QEsaVqwrY/tasks-island_0.json,393,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace to warm up the room.,Turn on the fireplace to warm up the room.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace to warm up the room.
00434-L5QEsaVqwrY/tasks-island_0.json,427,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00434-L5QEsaVqwrY/tasks-island_0.json,433,3,F3_repair_REMAP,reposition,tighten,Reposition the copier machine.,Tighten the copier machine.,None,+vocab_extension_v1:repair_remap->tighten,Repair the copier machine.
00434-L5QEsaVqwrY/tasks-island_0.json,453,3,R4_appliance_clean,turn_on,turn_on,Turn on grill.,Turn on grill.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Prepare the grill for cooking.
00440-wPLokgvCnuk/tasks-island_0.json,39,3,R4_appliance_clean,turn_on,turn_on,Turn on the cooker.,Turn on the cooker.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the cooker.
00444-sX9xad6ULKc/tasks-island_0.json,17,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00444-sX9xad6ULKc/tasks-island_0.json,28,2,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil the kettle.
00444-sX9xad6ULKc/tasks-island_0.json,31,4,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00444-sX9xad6ULKc/tasks-island_0.json,35,3,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00444-sX9xad6ULKc/tasks-island_0.json,59,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00444-sX9xad6ULKc/tasks-island_0.json,85,4,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil water in the kettle.
00444-sX9xad6ULKc/tasks-island_0.json,89,2,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00444-sX9xad6ULKc/tasks-island_0.json,92,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Turn on the fireplace.
00444-sX9xad6ULKc/tasks-island_0.json,116,5,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00444-sX9xad6ULKc/tasks-island_0.json,119,5,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil the kettle.
00444-sX9xad6ULKc/tasks-island_0.json,129,3,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Turn on the fireplace for ambiance.
00444-sX9xad6ULKc/tasks-island_0.json,137,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Turn on the fireplace.
00444-sX9xad6ULKc/tasks-island_0.json,137,5,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil water in the kettle.
00444-sX9xad6ULKc/tasks-island_0.json,154,1,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil water in the kettle.
00475-g7hUFVNac26/tasks-island_0.json,7,1,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil water in the kettle.
00475-g7hUFVNac26/tasks-island_0.json,20,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00475-g7hUFVNac26/tasks-island_0.json,41,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00475-g7hUFVNac26/tasks-island_0.json,43,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace to warm up the room.,Turn on the fireplace to warm up the room.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace to warm up the room.
00475-g7hUFVNac26/tasks-island_0.json,43,4,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Make a hot tea using the kettle.
00475-g7hUFVNac26/tasks-island_0.json,58,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace to create a cozy mood.,Turn on the fireplace to create a cozy mood.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace to create a cozy mood.
00475-g7hUFVNac26/tasks-island_0.json,116,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00475-g7hUFVNac26/tasks-island_0.json,131,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace
00475-g7hUFVNac26/tasks-island_0.json,142,4,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace
00475-g7hUFVNac26/tasks-island_0.json,154,5,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace
00475-g7hUFVNac26/tasks-island_0.json,163,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace
00475-g7hUFVNac26/tasks-island_0.json,170,4,R4_appliance_clean,turn_on,turn_on,Turn on the kettle.,Turn on the kettle.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the kettle
00475-g7hUFVNac26/tasks-island_0.json,184,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00475-g7hUFVNac26/tasks-island_0.json,197,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00475-g7hUFVNac26/tasks-island_0.json,203,6,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil water in the kettle.
00475-g7hUFVNac26/tasks-island_0.json,213,5,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00475-g7hUFVNac26/tasks-island_0.json,220,5,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil the kettle.
00475-g7hUFVNac26/tasks-island_0.json,291,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00475-g7hUFVNac26/tasks-island_0.json,302,1,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil the kettle.
00475-g7hUFVNac26/tasks-island_0.json,308,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00475-g7hUFVNac26/tasks-island_0.json,319,1,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil the kettle.
00475-g7hUFVNac26/tasks-island_0.json,341,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00475-g7hUFVNac26/tasks-island_0.json,344,6,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Heat the kettle.
00475-g7hUFVNac26/tasks-island_0.json,359,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00475-g7hUFVNac26/tasks-island_0.json,390,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00475-g7hUFVNac26/tasks-island_0.json,403,2,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00475-g7hUFVNac26/tasks-island_0.json,429,3,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil water in the kettle.
00475-g7hUFVNac26/tasks-island_0.json,435,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00475-g7hUFVNac26/tasks-island_0.json,437,3,R4_appliance_clean,turn_on,turn_on,Turn on kettle.,Turn on kettle.,None,-vocab_gap:*; +idiom_ok:turn_on_appliance,Boil water in the kettle.
00475-g7hUFVNac26/tasks-island_0.json,458,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,in,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light a fire in the fireplace.
00475-g7hUFVNac26/tasks-island_0.json,467,4,R4_roll_flag,smooth,smooth,Smooth the mat.,Smooth the mat.,on,+vocab_gap:roll,Unroll the mat on the floor.
00475-g7hUFVNac26/tasks-island_0.json,492,6,R4_appliance_clean,turn_on,turn_on,Turn on the kettle.,Turn on the kettle.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the kettle for tea.
00475-g7hUFVNac26/tasks-island_0.json,502,3,R4_roll_flag,smooth,smooth,Smooth the mat.,Smooth the mat.,None,+vocab_gap:roll,Roll up the mat.
00475-g7hUFVNac26/tasks-island_0.json,513,6,R4_appliance_clean,turn_on,turn_on,Turn on the kettle.,Turn on the kettle.,on,-vocab_gap:*; +idiom_ok:turn_on_appliance,Turn on the kettle.
00475-g7hUFVNac26/tasks-island_0.json,524,3,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Turn on the fireplace.
00475-g7hUFVNac26/tasks-island_0.json,529,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Turn on the fireplace.
00475-g7hUFVNac26/tasks-island_0.json,544,5,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Turn on the fireplace.
00476-NtnvZSMK3en/tasks-island_0.json,11,1,R4_roll_flag,straighten,straighten,Straighten the exercise mat roll.,Straighten the exercise mat roll.,None,+vocab_gap:roll,Unroll the exercise mat roll.
00476-NtnvZSMK3en/tasks-island_0.json,40,1,R4_roll_flag,carry,carry,Carry the exercise mat roll.,Carry the exercise mat roll.,None,+vocab_gap:roll,Roll out the exercise mat roll.
00476-NtnvZSMK3en/tasks-island_0.json,68,1,R4_roll_flag,carry,carry,Carry the exercise mat roll.,Carry the exercise mat roll.,None,+vocab_gap:roll,Roll out the exercise mat roll.
00476-NtnvZSMK3en/tasks-island_0.json,93,1,R4_roll_flag,carry,carry,Carry the exercise mat roll.,Carry the exercise mat roll.,None,+vocab_gap:roll,Roll out the exercise mat roll.
00476-NtnvZSMK3en/tasks-island_0.json,114,1,R4_roll_flag,carry,carry,Carry the exercise mat roll.,Carry the exercise mat roll.,None,+vocab_gap:roll,Roll out the exercise mat roll.
00476-NtnvZSMK3en/tasks-island_0.json,134,1,R4_roll_flag,straighten,straighten,Straighten the exercise mat roll.,Straighten the exercise mat roll.,None,+vocab_gap:roll,Unroll the exercise mat roll.
00487-erXNfWVjqZ8/tasks-island_0.json,19,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00487-erXNfWVjqZ8/tasks-island_0.json,35,3,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Prepare the fireplace.
00487-erXNfWVjqZ8/tasks-island_0.json,60,3,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00487-erXNfWVjqZ8/tasks-island_0.json,78,3,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00487-erXNfWVjqZ8/tasks-island_0.json,92,3,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00487-erXNfWVjqZ8/tasks-island_0.json,174,7,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace for ambiance.
00487-erXNfWVjqZ8/tasks-island_0.json,184,2,R4_fireplace_soft,turn_off,turn_off,Turn off the fireplace.,Turn off the fireplace.,None,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Extinguish the fireplace.
00487-erXNfWVjqZ8/tasks-island_0.json,192,6,F3_repair_FLAG,turn_on,turn_on,Turn on the dishwasher.,Turn on the dishwasher.,on,+vocab_gap:repair,Repair the dishwasher.
00487-erXNfWVjqZ8/tasks-island_0.json,199,1,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00495-CQWES1bawee/tasks-island_0.json,32,2,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00495-CQWES1bawee/tasks-island_0.json,41,2,R4_roll_flag,carry,carry,Carry the mat.,Carry the mat.,None,+vocab_gap:roll,Roll out the mat.
00495-CQWES1bawee/tasks-island_0.json,88,3,F2_warm_inspect,inspect,cover,Inspect the blanket.,Cover with the blanket.,None,+vocab_extension_v1:inspect->cover,Pull over the blanket to stay warm.
00495-CQWES1bawee/tasks-island_0.json,97,1,R4_roll_flag,carry,carry,Carry the mat.,Carry the mat.,None,+vocab_gap:roll,Roll out the mat for yoga.
00495-CQWES1bawee/tasks-island_0.json,108,4,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00495-CQWES1bawee/tasks-island_0.json,111,3,F3_repair_REMAP,reposition,tighten,Reposition the sink.,Tighten the sink.,None,+vocab_extension_v1:repair_remap->tighten,Repair the sink connection.
00495-CQWES1bawee/tasks-island_0.json,140,5,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace.
00495-CQWES1bawee/tasks-island_0.json,184,4,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Light the fireplace for extra warmth.
00495-CQWES1bawee/tasks-island_0.json,211,3,R4_fireplace_soft,turn_on,turn_on,Turn on the fireplace.,Turn on the fireplace.,on,-vocab_gap:no_ignite_action; +assume_gas_fireplace,Start the fireplace.
